fetched_at,place_name,AREA_NM,AREA_CD,_key_used,DST_SE_NM,EMRG_STEP_NM,MSG_CN,CRT_DT
2026-08-20T16:52:08.070252+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T16:52:08.070252+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
2026-08-20T16:52:08.070252+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T16:52:08.070252+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
2026-08-20T17:52:31.728698+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T17:52:31.728698+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
2026-08-20T17:52:31.728698+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T17:52:31.728698+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
2026-08-20T18:46:22.099004+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T18:46:22.099004+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
2026-08-20T18:46:22.099004+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T18:46:22.099004+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
2026-08-20T19:42:07.328958+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T19:42:07.328958+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
2026-08-20T19:42:07.328958+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 차량화재 사고와 관련 현재 모든차로개방하였으니, 교통정보 확인바랍니다. [서울고속도로(주)]",2026-08-20 16:23:18
2026-08-20T19:42:07.328958+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권제1순환선(일산-퇴계원)일산방향 노고산1터널 화재사고발생하여 교통 통제중, 교통정보 확인 바랍니다. [서울고속도로(주)]",2026-08-20 14:33:29
