fetched_at,place_name,AREA_NM,AREA_CD,_key_used,DST_SE_NM,EMRG_STEP_NM,MSG_CN,CRT_DT
2026-08-24T12:14:33.257793+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,폭염,안전안내,"무더위에 야외 활동 자제, 충분한 수분 섭취, 시원한 실내 온도 유지, 가족·이웃 안부 확인 등 건강관리에 유의 바랍니다. 무더위쉼터 정보는 ‘서울안전누리’에서 확인 가능합니다.[서울특별시]",2026-08-24 11:00:28
2026-08-24T12:14:33.257793+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,폭염,안전안내,오늘 11:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부],2026-08-24 10:02:49
2026-08-24T12:14:33.257793+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,폭염,안전안내,"무더위에 야외 활동 자제, 충분한 수분 섭취, 시원한 실내 온도 유지, 가족·이웃 안부 확인 등 건강관리에 유의 바랍니다. 무더위쉼터 정보는 ‘서울안전누리’에서 확인 가능합니다.[서울특별시]",2026-08-24 11:00:28
2026-08-24T12:14:33.257793+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,폭염,안전안내,오늘 11:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부],2026-08-24 10:02:49
2026-08-24T12:14:33.257793+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,폭염,안전안내,"무더위에 야외 활동 자제, 충분한 수분 섭취, 시원한 실내 온도 유지, 가족·이웃 안부 확인 등 건강관리에 유의 바랍니다. 무더위쉼터 정보는 ‘서울안전누리’에서 확인 가능합니다.[서울특별시]",2026-08-24 11:00:28
2026-08-24T12:14:33.257793+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,폭염,안전안내,오늘 11:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부],2026-08-24 10:02:49
2026-08-24T12:14:33.257793+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,폭염,안전안내,"무더위에 야외 활동 자제, 충분한 수분 섭취, 시원한 실내 온도 유지, 가족·이웃 안부 확인 등 건강관리에 유의 바랍니다. 무더위쉼터 정보는 ‘서울안전누리’에서 확인 가능합니다.[서울특별시]",2026-08-24 11:00:28
2026-08-24T12:14:33.257793+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,폭염,안전안내,오늘 11:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부],2026-08-24 10:02:49
2026-08-24T12:14:33.257793+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,폭염,안전안내,"무더위에 야외 활동 자제, 충분한 수분 섭취, 시원한 실내 온도 유지, 가족·이웃 안부 확인 등 건강관리에 유의 바랍니다. 무더위쉼터 정보는 ‘서울안전누리’에서 확인 가능합니다.[서울특별시]",2026-08-24 11:00:28
2026-08-24T12:14:33.257793+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,폭염,안전안내,오늘 11:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부],2026-08-24 10:02:49
2026-08-24T12:14:33.257793+09:00,반포한강공원,반포한강공원,POI095,KEY_3,폭염,안전안내,"무더위에 야외 활동 자제, 충분한 수분 섭취, 시원한 실내 온도 유지, 가족·이웃 안부 확인 등 건강관리에 유의 바랍니다. 무더위쉼터 정보는 ‘서울안전누리’에서 확인 가능합니다.[서울특별시]",2026-08-24 11:00:28
2026-08-24T12:14:33.257793+09:00,반포한강공원,반포한강공원,POI095,KEY_3,폭염,안전안내,오늘 11:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요. [행정안전부],2026-08-24 10:02:49
2026-08-24T12:14:33.257793+09:00,북서울꿈의숲,북서울꿈의숲,POI096,KEY_1,폭염,안전안내,"무더위에 야외 활동 자제, 충분한 수분 섭취, 시원한 실내 온도 유지, 가족·이웃 안부 확인 등 건강관리에 유의 바랍니다. 무더위쉼터 정보는 ‘서울안전누리’에서 확인 가능합니다.[서울특별시]",2026-08-24 11:00:28
