fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME
2026-09-07T01:57:07.964693+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,5,20000,30000,63.6,36.4,0.0,31.8,59.1,0.0,9.1,0.0,100.0,0.0,20260906 2310
2026-09-07T01:57:07.964693+09:00,보신각,보신각,POI010,KEY_3,한산한,4,10000,20000,50.0,50.0,0.0,33.3,16.7,0.0,0.0,50.0,100.0,0.0,20260906 2310
2026-09-07T01:57:07.964693+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,4,10000,20000,47.4,52.6,0.0,52.6,47.4,0.0,0.0,0.0,100.0,0.0,20260906 2240
2026-09-07T01:57:07.964693+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,6,30000,40000,71.9,28.1,28.1,0.0,43.8,28.1,0.0,0.0,100.0,0.0,20260907 0140
2026-09-07T01:57:07.964693+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,7,90000,100000,19.1,80.9,0.0,0.0,6.4,4.3,78.7,10.6,100.0,0.0,20260907 0140
2026-09-07T01:57:07.964693+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,한산한,15,300000,350000,61.6,38.4,0.0,42.2,51.1,6.7,0.0,0.0,87.1,12.9,20260907 0140
2026-09-07T01:57:07.964693+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,10,60000,70000,62.1,37.9,36.4,9.1,24.2,4.5,25.8,0.0,100.0,0.0,20260907 0140
2026-09-07T01:57:07.964693+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,5,30000,40000,22.9,77.1,0.0,8.6,0.0,42.9,0.0,48.6,100.0,0.0,20260907 0130
2026-09-07T01:57:07.964693+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,한산한,47,800000,850000,71.1,28.9,6.5,55.3,16.6,8.2,11.2,2.2,100.0,0.0,20260907 0140
2026-09-07T01:57:07.964693+09:00,가락시장,가락시장,POI058,KEY_2,보통,5,550000,600000,100.0,0.0,0.0,0.0,0.0,9.4,28.9,61.8,94.6,5.4,20260907 0140
