fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME,CMRCL_RSB
2026-08-26T00:58:58.888654+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,7,50000,60000,100.0,0.0,0.0,0.0,14.8,40.7,44.4,0.0,100.0,0.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,보신각,보신각,POI010,KEY_3,한산한,4,20000,30000,100.0,0.0,0.0,33.3,22.2,0.0,44.4,0.0,100.0,0.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,7,30000,40000,100.0,0.0,0.0,33.3,0.0,0.0,25.0,41.7,31.6,68.4,20260825 2300,
2026-08-26T00:58:58.888654+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,보통,17,200000,250000,79.7,20.3,0.0,5.7,66.0,17.0,11.3,0.0,100.0,0.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,13,500000,550000,36.0,64.0,0.8,19.9,22.8,1.1,17.4,37.9,69.0,31.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,한산한,10,250000,300000,64.1,35.9,0.0,27.8,65.9,2.2,0.0,4.0,100.0,0.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,13,60000,70000,85.7,14.3,5.7,7.1,47.1,4.3,34.3,1.4,100.0,0.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,보통,24,2100000,2200000,95.7,4.3,0.0,4.3,5.7,0.7,87.6,1.7,100.0,0.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,보통,65,1700000,1800000,51.1,48.9,0.5,49.4,31.8,6.4,9.4,2.4,94.6,5.4,20260826 0040,
2026-08-26T00:58:58.888654+09:00,가락시장,가락시장,POI058,KEY_2,한산한,4,10000,20000,100.0,0.0,0.0,5.6,50.0,44.4,0.0,0.0,100.0,0.0,20260826 0040,
2026-08-26T00:58:58.888654+09:00,가로수길,가로수길,POI059,KEY_3,한산한,13,200000,250000,66.7,33.3,0.0,5.6,73.6,13.0,7.9,0.0,96.9,3.1,20260826 0040,
2026-08-26T00:58:58.888654+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,5,30000,40000,100.0,0.0,0.0,33.3,66.7,0.0,0.0,0.0,100.0,0.0,20260825 2230,
2026-08-26T00:58:58.888654+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,10000,20000,100.0,0.0,0.0,0.0,53.8,46.2,0.0,0.0,100.0,0.0,20260825 2220,
2026-08-26T00:58:58.888654+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,6,30000,40000,40.0,60.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,20260825 2340,
2026-08-26T00:58:58.888654+09:00,노량진,노량진,POI063,KEY_3,한산한,10,100000,150000,33.3,66.7,0.0,30.3,27.3,0.0,42.4,0.0,74.0,26.0,20260826 0040,
