fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME,CMRCL_RSB
2026-08-21T00:44:35.310258+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,9,40000,50000,75.0,25.0,0.0,10.0,20.0,45.0,25.0,0.0,45.5,54.5,20260821 0000,
2026-08-21T00:44:35.310258+09:00,보신각,보신각,POI010,KEY_3,바쁜,11,2000000,2100000,89.3,10.7,0.0,3.2,11.8,31.0,54.0,0.0,46.2,53.8,20260821 0000,
2026-08-21T00:44:35.310258+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,5,80000,90000,41.0,59.0,0.0,26.5,4.8,14.5,54.2,0.0,100.0,0.0,20260820 2330,
2026-08-21T00:44:35.310258+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,20,100000,150000,74.1,25.9,0.0,0.0,49.1,31.0,19.8,0.0,100.0,0.0,20260821 0000,
2026-08-21T00:44:35.310258+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,18,1600000,1700000,84.0,16.0,0.0,6.6,6.4,8.2,78.7,0.0,82.7,17.3,20260821 0000,
2026-08-21T00:44:35.310258+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,보통,29,600000,650000,51.9,48.1,0.0,22.0,50.4,5.4,22.2,0.0,98.5,1.5,20260821 0000,
2026-08-21T00:44:35.310258+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,29,450000,500000,78.6,21.4,1.2,10.9,44.5,3.2,33.3,6.8,85.5,14.5,20260821 0000,
2026-08-21T00:44:35.310258+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,25,500000,550000,51.9,48.1,0.0,9.2,29.5,51.5,8.0,1.7,95.9,4.1,20260821 0000,
2026-08-21T00:44:35.310258+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,보통,73,1900000,2000000,61.4,38.6,2.9,37.5,26.6,7.5,19.1,6.3,95.4,4.6,20260821 0000,
2026-08-21T00:44:35.310258+09:00,가락시장,가락시장,POI058,KEY_2,한산한,8,300000,350000,17.6,82.4,0.0,0.0,48.0,36.3,2.0,13.7,32.3,67.7,20260821 0000,
2026-08-21T00:44:35.310258+09:00,가로수길,가로수길,POI059,KEY_3,한산한,20,1200000,1300000,83.3,16.7,0.0,1.7,23.3,0.7,73.9,0.3,100.0,0.0,20260821 0000,
2026-08-21T00:44:35.310258+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,4,30000,40000,100.0,0.0,0.0,6.5,0.0,29.0,0.0,64.5,100.0,0.0,20260820 2220,
2026-08-21T00:44:35.310258+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,10000,20000,0.0,100.0,0.0,0.0,40.0,40.0,20.0,0.0,100.0,0.0,20260820 2210,
2026-08-21T00:44:35.310258+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,5,30000,40000,100.0,0.0,0.0,0.0,0.0,62.9,25.7,11.4,100.0,0.0,20260820 2300,
2026-08-21T00:44:35.310258+09:00,노량진,노량진,POI063,KEY_3,한산한,9,80000,90000,53.0,47.0,0.0,37.3,42.2,6.0,14.5,0.0,100.0,0.0,20260821 0000,
2026-08-21T00:44:35.310258+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,한산한,4,60000,70000,83.1,16.9,0.0,0.0,25.4,0.0,74.6,0.0,100.0,0.0,20260820 2250,
2026-08-21T00:44:35.310258+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,20000,30000,33.3,66.7,0.0,0.0,81.5,18.5,0.0,0.0,100.0,0.0,20260820 2330,
2026-08-21T00:44:35.310258+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,4,90000,100000,80.6,19.4,0.0,0.0,0.0,67.7,12.9,19.4,100.0,0.0,20260820 2330,
2026-08-21T00:44:35.310258+09:00,서촌,서촌,POI067,KEY_3,한산한,4,20000,30000,56.5,43.5,4.3,26.1,13.0,56.5,0.0,0.0,100.0,0.0,20260821 0000,
2026-08-21T00:44:35.310258+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,7,20000,30000,24.0,76.0,28.0,48.0,4.0,20.0,0.0,0.0,100.0,0.0,20260820 2350,
