fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME,CMRCL_RSB
2026-07-21T01:42:16.610791+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,4,10000,20000,100.0,0.0,0.0,38.9,61.1,0.0,0.0,0.0,100.0,0.0,20260721 0100,
2026-07-21T01:42:16.610791+09:00,보신각,보신각,POI010,KEY_3,한산한,4,100000,150000,53.3,46.7,0.0,28.7,71.3,0.0,0.0,0.0,87.1,12.9,20260720 2350,
2026-07-21T01:42:16.610791+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,4,10000,20000,53.8,46.2,0.0,0.0,69.2,30.8,0.0,0.0,100.0,0.0,20260721 0040,
2026-07-21T01:42:16.610791+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,9,50000,60000,21.6,78.4,0.0,0.0,15.7,5.9,56.9,21.6,96.3,3.7,20260721 0120,
2026-07-21T01:42:16.610791+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,8,50000,60000,93.9,6.1,0.0,8.2,42.9,49.0,0.0,0.0,100.0,0.0,20260721 0100,
2026-07-21T01:42:16.610791+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,한산한,4,100000,150000,100.0,0.0,0.0,5.9,39.5,54.6,0.0,0.0,100.0,0.0,20260721 0110,
2026-07-21T01:42:16.610791+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,10,250000,300000,39.1,60.9,0.0,53.6,18.0,27.6,0.8,0.0,100.0,0.0,20260721 0120,
2026-07-21T01:42:16.610791+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,9,70000,80000,65.8,34.2,0.0,14.5,34.2,27.6,23.7,0.0,97.4,2.6,20260721 0120,
2026-07-21T01:42:16.610791+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,한산한,16,450000,500000,36.7,63.3,0.0,67.3,12.3,2.9,16.5,1.0,99.2,0.8,20260721 0120,
2026-07-21T01:42:16.610791+09:00,가락시장,가락시장,POI058,KEY_2,한산한,8,100000,150000,20.7,79.3,0.0,0.0,12.1,17.9,64.3,5.7,100.0,0.0,20260721 0120,
2026-07-21T01:42:16.610791+09:00,가로수길,가로수길,POI059,KEY_3,한산한,4,20000,30000,82.2,17.8,0.0,0.0,28.9,0.0,71.1,0.0,74.6,25.4,20260721 0120,
2026-07-21T01:42:16.610791+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,18,20000,30000,0.0,100.0,0.0,22.2,77.8,0.0,0.0,0.0,100.0,0.0,20260720 2210,
2026-07-21T01:42:16.610791+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,10000,20000,100.0,0.0,0.0,0.0,13.3,86.7,0.0,0.0,100.0,0.0,20260720 2310,
2026-07-21T01:42:16.610791+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,4,40000,50000,92.7,7.3,0.0,22.0,7.3,70.7,0.0,0.0,100.0,0.0,20260720 2330,
2026-07-21T01:42:16.610791+09:00,노량진,노량진,POI063,KEY_3,한산한,5,30000,40000,80.0,20.0,0.0,23.3,33.3,36.7,6.7,0.0,91.2,8.8,20260721 0120,
2026-07-21T01:42:16.610791+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,한산한,4,30000,40000,73.3,26.7,0.0,0.0,10.0,30.0,0.0,60.0,100.0,0.0,20260720 2050,
2026-07-21T01:42:16.610791+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,200000,250000,21.8,78.2,0.0,76.4,0.0,0.0,23.6,0.0,100.0,0.0,20260720 2300,
2026-07-21T01:42:16.610791+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,5,30000,40000,76.7,23.3,6.7,16.7,13.3,46.7,0.0,16.7,100.0,0.0,20260720 2350,
2026-07-21T01:42:16.610791+09:00,서촌,서촌,POI067,KEY_3,한산한,4,100000,150000,35.6,64.4,0.0,0.0,64.4,0.0,15.3,20.3,100.0,0.0,20260721 0000,
2026-07-21T01:42:16.610791+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,4,20000,30000,100.0,0.0,0.0,0.0,0.0,0.0,70.8,29.2,100.0,0.0,20260721 0120,
2026-07-21T01:42:16.610791+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,5,20000,30000,55.2,44.8,0.0,13.8,0.0,0.0,31.0,55.2,100.0,0.0,20260721 0050,
2026-07-21T01:42:16.610791+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,4,20000,30000,76.2,23.8,19.0,0.0,33.3,47.6,0.0,0.0,100.0,0.0,20260720 2300,
2026-07-21T01:42:16.610791+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,한산한,4,40000,50000,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,73.5,26.5,20260721 0120,
2026-07-21T01:42:16.610791+09:00,여의도,여의도,POI072,KEY_4,한산한,5,20000,30000,59.1,40.9,0.0,40.9,22.7,18.2,18.2,0.0,100.0,0.0,20260721 0120,
2026-07-21T01:42:16.610791+09:00,연남동,연남동,POI073,KEY_1,한산한,4,10000,20000,68.4,31.6,0.0,68.4,0.0,0.0,0.0,31.6,100.0,0.0,20260721 0130,
2026-07-21T01:42:16.610791+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,한산한,4,20000,30000,100.0,0.0,0.0,0.0,51.9,0.0,0.0,48.1,100.0,0.0,20260721 0130,
2026-07-21T01:42:16.610791+09:00,용리단길,용리단길,POI076,KEY_3,한산한,4,10000,20000,61.1,38.9,0.0,0.0,27.8,0.0,22.2,50.0,100.0,0.0,20260720 2330,
2026-07-21T01:42:16.610791+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,한산한,4,30000,40000,67.7,32.3,0.0,19.4,48.4,0.0,3.2,29.0,100.0,0.0,20260720 2350,
2026-07-21T01:42:16.610791+09:00,익선동,익선동,POI116,KEY_1,한산한,4,30000,40000,58.8,41.2,23.5,29.4,47.1,0.0,0.0,0.0,100.0,0.0,20260721 0130,
2026-07-21T01:42:16.610791+09:00,인사동,인사동,POI078,KEY_2,한산한,6,40000,50000,37.0,63.0,8.7,0.0,73.9,17.4,0.0,0.0,100.0,0.0,20260721 0110,
2026-07-21T01:42:16.610791+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3,한산한,5,50000,60000,43.6,56.4,0.0,63.6,14.5,10.9,10.9,0.0,100.0,0.0,20260721 0130,
2026-07-21T01:42:16.610791+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,한산한,4,200000,250000,17.8,82.2,0.0,87.1,0.0,0.0,12.9,0.0,99.0,1.0,20260721 0120,
2026-07-21T01:42:16.610791+09:00,청담동 명품거리,청담동 명품거리,POI080,KEY_1,바쁜,8,1800000,1900000,100.0,0.0,11.3,88.7,0.0,0.0,0.0,0.0,7.0,93.0,20260721 0000,
2026-07-21T01:42:16.610791+09:00,청량리 제기동 일대 전통시장,청량리 제기동 일대 전통시장,POI081,KEY_2,한산한,4,10000,20000,100.0,0.0,0.0,11.8,23.5,0.0,0.0,64.7,100.0,0.0,20260720 2150,
2026-07-21T01:42:16.610791+09:00,해방촌·경리단길,해방촌·경리단길,POI082,KEY_3,한산한,4,20000,30000,30.4,69.6,0.0,82.6,17.4,0.0,0.0,0.0,100.0,0.0,20260721 0120,
2026-07-21T01:42:16.610791+09:00,DDP(동대문디자인플라자),DDP(동대문디자인플라자),POI083,KEY_4,보통,5,100000,150000,25.5,74.5,0.0,82.7,15.5,1.8,0.0,0.0,100.0,0.0,20260720 2110,
