fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME,CMRCL_RSB
2026-08-09T00:39:52.053874+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,4,10000,20000,92.9,7.1,64.3,0.0,35.7,0.0,0.0,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,보신각,보신각,POI010,KEY_3,한산한,12,350000,400000,52.7,47.3,0.0,24.2,42.1,11.1,14.4,8.2,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,9,150000,200000,10.2,89.8,0.0,34.2,60.6,0.8,3.2,1.2,100.0,0.0,20260808 2340,
2026-08-09T00:39:52.053874+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,10,60000,70000,55.6,44.4,3.2,63.5,12.7,0.0,20.6,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,20,950000,1000000,37.6,62.4,0.0,19.9,64.7,9.7,3.8,2.0,50.7,49.3,20260809 0010,
2026-08-09T00:39:52.053874+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,분주한,141,6700000,6800000,72.8,27.2,0.4,44.6,45.6,9.2,0.0,0.2,87.9,12.1,20260809 0010,
2026-08-09T00:39:52.053874+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,보통,47,750000,800000,62.1,37.9,1.5,25.5,39.6,23.4,7.1,2.9,99.6,0.4,20260809 0010,
2026-08-09T00:39:52.053874+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,보통,32,800000,850000,66.7,33.3,0.0,20.4,32.8,33.8,10.9,2.1,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,보통,206,5000000,5100000,55.5,44.5,3.3,43.9,30.5,7.3,10.1,4.8,92.2,7.8,20260809 0010,
2026-08-09T00:39:52.053874+09:00,가락시장,가락시장,POI058,KEY_2,한산한,8,100000,150000,85.2,14.8,0.0,0.0,0.0,14.8,14.8,70.4,100.0,0.0,20260808 2300,
2026-08-09T00:39:52.053874+09:00,가로수길,가로수길,POI059,KEY_3,한산한,26,80000,90000,73.1,26.9,0.0,60.3,3.8,35.9,0.0,0.0,97.5,2.5,20260809 0010,
2026-08-09T00:39:52.053874+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,17,20000,30000,12.0,88.0,0.0,76.0,12.0,12.0,0.0,0.0,100.0,0.0,20260808 2300,
2026-08-09T00:39:52.053874+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,10000,20000,30.7,69.3,0.0,0.0,23.9,76.1,0.0,0.0,100.0,0.0,20260808 2230,
2026-08-09T00:39:52.053874+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,5,10000,20000,44.4,55.6,0.0,16.7,0.0,16.7,66.7,0.0,100.0,0.0,20260808 2250,
2026-08-09T00:39:52.053874+09:00,노량진,노량진,POI063,KEY_3,바쁜,26,750000,800000,45.6,54.4,0.0,13.4,34.6,50.6,1.3,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,한산한,4,50000,60000,57.4,42.6,0.0,0.0,14.8,13.0,72.2,0.0,100.0,0.0,20260808 2050,
2026-08-09T00:39:52.053874+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,6,100000,150000,79.0,21.0,0.0,0.0,7.0,0.0,93.0,0.0,100.0,0.0,20260808 2220,
2026-08-09T00:39:52.053874+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,4,30000,40000,54.1,45.9,0.0,16.2,45.9,0.0,37.8,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,서촌,서촌,POI067,KEY_3,한산한,4,150000,200000,100.0,0.0,0.0,3.6,0.0,0.0,96.4,0.0,100.0,0.0,20260809 0000,
2026-08-09T00:39:52.053874+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,4,20000,30000,32.0,68.0,20.0,0.0,28.0,4.0,0.0,48.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,4,10000,20000,100.0,0.0,0.0,0.0,23.1,15.4,0.0,61.5,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,4,150000,200000,0.0,100.0,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,20260808 2320,
2026-08-09T00:39:52.053874+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,보통,25,2800000,2900000,31.9,68.1,0.0,22.2,28.2,6.1,42.8,0.7,76.2,23.8,20260809 0010,
2026-08-09T00:39:52.053874+09:00,여의도,여의도,POI072,KEY_4,한산한,11,100000,150000,86.8,13.2,1.9,36.8,44.3,5.7,11.3,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,연남동,연남동,POI073,KEY_1,보통,20,650000,700000,72.1,27.9,0.0,28.2,56.6,0.0,14.7,0.5,96.0,4.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,보통,47,2700000,2800000,60.0,40.0,0.0,24.9,60.6,0.7,9.8,4.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,용리단길,용리단길,POI076,KEY_3,한산한,9,200000,250000,40.4,59.6,0.0,57.1,22.9,0.0,20.0,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,분주한,39,1000000,1100000,54.3,45.7,0.0,26.3,59.2,14.5,0.0,0.0,97.9,2.1,20260809 0010,
2026-08-09T00:39:52.053874+09:00,익선동,익선동,POI116,KEY_1,보통,35,1200000,1300000,85.0,15.0,0.4,16.3,65.7,11.4,6.1,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,인사동,인사동,POI078,KEY_2,한산한,5,30000,40000,100.0,0.0,0.0,50.0,11.1,0.0,38.9,0.0,100.0,0.0,20260808 2330,
2026-08-09T00:39:52.053874+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3,보통,44,750000,800000,61.4,38.6,1.5,26.0,40.2,23.8,7.1,1.4,99.6,0.4,20260809 0010,
2026-08-09T00:39:52.053874+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,보통,46,1000000,1100000,79.7,20.3,0.0,32.0,25.7,26.4,11.2,4.6,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,청담동 명품거리,청담동 명품거리,POI080,KEY_1,보통,9,500000,550000,48.2,51.8,0.0,12.0,60.0,21.5,6.5,0.0,100.0,0.0,20260809 0000,
2026-08-09T00:39:52.053874+09:00,청량리 제기동 일대 전통시장,청량리 제기동 일대 전통시장,POI081,KEY_2,한산한,7,20000,30000,74.1,25.9,0.0,14.8,7.4,33.3,44.4,0.0,100.0,0.0,20260809 0000,
2026-08-09T00:39:52.053874+09:00,해방촌·경리단길,해방촌·경리단길,POI082,KEY_3,보통,6,150000,200000,88.8,11.2,0.0,60.9,27.9,11.2,0.0,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,DDP(동대문디자인플라자),DDP(동대문디자인플라자),POI083,KEY_4,보통,6,70000,80000,61.0,39.0,0.0,10.4,0.0,59.7,29.9,0.0,100.0,0.0,20260808 2250,
2026-08-09T00:39:52.053874+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,한산한,11,250000,300000,100.0,0.0,0.0,0.0,70.1,0.0,25.5,4.4,97.3,2.7,20260809 0000,
2026-08-09T00:39:52.053874+09:00,가산디지털단지역,가산디지털단지역,POI013,KEY_2,한산한,5,50000,60000,56.6,43.4,0.0,30.2,34.0,35.8,0.0,0.0,100.0,0.0,20260809 0000,
2026-08-09T00:39:52.053874+09:00,강남역,강남역,POI014,KEY_3,보통,125,2100000,2200000,75.3,24.7,0.0,27.5,44.3,16.5,11.5,0.3,99.5,0.5,20260809 0010,
2026-08-09T00:39:52.053874+09:00,건대입구역,건대입구역,POI015,KEY_4,보통,66,1900000,2000000,85.5,14.5,11.8,38.6,25.3,3.6,20.7,0.0,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,고덕역,고덕역,POI016,KEY_1,한산한,4,30000,40000,89.7,10.3,0.0,10.3,20.5,69.2,0.0,0.0,100.0,0.0,20260808 2330,
2026-08-09T00:39:52.053874+09:00,고속터미널역,고속터미널역,POI017,KEY_2,한산한,4,10000,20000,73.3,26.7,0.0,20.0,53.3,0.0,20.0,6.7,100.0,0.0,20260809 0010,
2026-08-09T00:39:52.053874+09:00,교대역,교대역,POI018,KEY_3,한산한,9,60000,70000,79.0,21.0,0.0,0.0,29.0,14.5,21.0,35.5,100.0,0.0,20260809 0010,
