fetched_at,place_name,AREA_NM,AREA_CD,_key_used
2026-06-27T00:05:06.108194+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2
2026-06-27T00:05:06.108194+09:00,용리단길,용리단길,POI076,KEY_3
2026-06-27T00:05:06.108194+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4
2026-06-27T00:05:06.108194+09:00,익선동,익선동,POI116,KEY_1
2026-06-27T00:05:06.108194+09:00,인사동,인사동,POI078,KEY_2
2026-06-27T00:05:06.108194+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3
2026-06-27T00:05:06.108194+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4
2026-06-27T00:05:06.108194+09:00,청담동 명품거리,청담동 명품거리,POI080,KEY_1
2026-06-27T00:05:06.108194+09:00,청량리 제기동 일대 전통시장,청량리 제기동 일대 전통시장,POI081,KEY_2
2026-06-27T00:05:06.108194+09:00,해방촌·경리단길,해방촌·경리단길,POI082,KEY_3
2026-06-27T00:05:06.108194+09:00,DDP(동대문디자인플라자),DDP(동대문디자인플라자),POI083,KEY_4
2026-06-27T00:05:06.108194+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1
2026-06-27T00:05:06.108194+09:00,가산디지털단지역,가산디지털단지역,POI013,KEY_2
2026-06-27T00:05:06.108194+09:00,강남역,강남역,POI014,KEY_3
2026-06-27T00:05:06.108194+09:00,건대입구역,건대입구역,POI015,KEY_4
2026-06-27T00:05:06.108194+09:00,고덕역,고덕역,POI016,KEY_1
2026-06-27T00:05:06.108194+09:00,고속터미널역,고속터미널역,POI017,KEY_2
2026-06-27T00:05:06.108194+09:00,교대역,교대역,POI018,KEY_3
2026-06-27T00:05:06.108194+09:00,구로디지털단지역,구로디지털단지역,POI019,KEY_4
2026-06-27T00:05:06.108194+09:00,구로역,구로역,POI020,KEY_1
2026-06-27T00:05:06.108194+09:00,군자역,군자역,POI021,KEY_2
2026-06-27T00:05:06.108194+09:00,대림역,대림역,POI023,KEY_3
2026-06-27T00:05:06.108194+09:00,동대문역,동대문역,POI024,KEY_4
2026-06-27T00:05:06.108194+09:00,뚝섬역,뚝섬역,POI025,KEY_1
2026-06-27T00:05:06.108194+09:00,미아사거리역,미아사거리역,POI026,KEY_2
2026-06-27T00:05:06.108194+09:00,발산역,발산역,POI027,KEY_3
