fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-05-12T10:05:40.070820+09:00,북서울꿈의숲,북서울꿈의숲,POI096,KEY_1,기타,안전안내,"오늘 07:31 우이동 산 102-1(한국사회봉사회 버스정류장)앞 인근 도로 수목이 전도, 1시간 이상 차량 통행이 어려우니 우회 하시기 바랍니다.[강북구]",2026-05-12 08:41:07
2026-05-12T10:05:40.070820+09:00,미아사거리역,미아사거리역,POI026,KEY_2,기타,안전안내,"오늘 07:31 우이동 산 102-1(한국사회봉사회 버스정류장)앞 인근 도로 수목이 전도, 1시간 이상 차량 통행이 어려우니 우회 하시기 바랍니다.[강북구]",2026-05-12 08:41:07
2026-05-12T10:05:40.070820+09:00,수유역,수유역,POI036,KEY_2,기타,안전안내,"오늘 07:31 우이동 산 102-1(한국사회봉사회 버스정류장)앞 인근 도로 수목이 전도, 1시간 이상 차량 통행이 어려우니 우회 하시기 바랍니다.[강북구]",2026-05-12 08:41:07
