fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-06-19T10:30:22.991860+09:00,경복궁,경복궁,POI008,KEY_1,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,보신각,보신각,POI010,KEY_3,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,광화문광장,광화문광장,POI088,KEY_4,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,송현녹지광장,송현녹지광장,POI129,KEY_2,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,서촌,서촌,POI067,KEY_3,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,익선동,익선동,POI116,KEY_1,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,인사동,인사동,POI078,KEY_2,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,동대문역,동대문역,POI024,KEY_4,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
2026-06-19T10:30:22.991860+09:00,혜화역,혜화역,POI054,KEY_3,기타,안전안내,금일 월드컵 거리응원 행사로 인해 광화문광장 일대 혼잡. 세종대로사거리~광화문삼거리 일부 도로 통제되오니 교통정보 확인 바랍니다.[종로구],2026-06-19 09:41:22
