fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-07-09T13:08:05.224254+09:00,경복궁,경복궁,POI008,KEY_1,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,보신각,보신각,POI010,KEY_3,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,강서한강공원,강서한강공원,POI085,KEY_1,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
2026-07-09T13:08:05.224254+09:00,광화문광장,광화문광장,POI088,KEY_4,호우,안전안내,"오늘 12:10 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요. [행정안전부]",2026-07-09 12:14:11
