fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-09-03T13:19:14.235701+09:00,양화한강공원,양화한강공원,POI103,KEY_1,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T13:19:14.235701+09:00,여의도한강공원,여의도한강공원,POI105,KEY_3,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T13:19:14.235701+09:00,여의서로,여의서로,POI126,KEY_4,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T13:19:14.235701+09:00,여의도,여의도,POI072,KEY_4,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T13:19:14.235701+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T13:19:14.235701+09:00,대림역,대림역,POI023,KEY_3,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T18:40:51.005643+09:00,양화한강공원,양화한강공원,POI103,KEY_1,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T18:40:51.005643+09:00,여의도한강공원,여의도한강공원,POI105,KEY_3,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T18:40:51.005643+09:00,여의서로,여의서로,POI126,KEY_4,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T18:40:51.005643+09:00,여의도,여의도,POI072,KEY_4,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T18:40:51.005643+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
2026-09-03T18:40:51.005643+09:00,대림역,대림역,POI023,KEY_3,기타,안전안내,서울세계불꽃축제로 교통통제 안내  원효대교 전면 교통통제 ▲9.5. 09시~9.6. 03시 여의동로 전면통제 ▲9.5. 15시~24시 우회 및 대중교통 이용 바랍니다.[영등포구],2026-09-03 09:33:21
