fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-06-14T22:42:37.221052+09:00,보라매공원,보라매공원,POI123,KEY_4,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
2026-06-14T22:42:37.221052+09:00,노량진,노량진,POI063,KEY_3,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
2026-06-14T22:42:37.221052+09:00,사당역,사당역,POI029,KEY_4,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
2026-06-14T22:42:37.221052+09:00,총신대입구(이수)역,총신대입구(이수)역,POI051,KEY_4,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
2026-06-14T23:55:22.522128+09:00,보라매공원,보라매공원,POI123,KEY_4,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
2026-06-14T23:55:22.522128+09:00,노량진,노량진,POI063,KEY_3,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
2026-06-14T23:55:22.522128+09:00,사당역,사당역,POI029,KEY_4,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
2026-06-14T23:55:22.522128+09:00,총신대입구(이수)역,총신대입구(이수)역,POI051,KEY_4,호우,안전안내,"현재 동작구 신대방동 시간당 50mm 이상 강한 비로 침수등 우려, 위험지역 출입 금지 및 지하공간 물이 차오를 시 즉시 대피하세요[동작구]",2026-06-14 21:56:50
