fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-06-16T15:04:16.687081+09:00,서대문독립공원,서대문독립공원,POI124,KEY_2,화재,안전안내,"금일 14:34경 영천시장 옥상 위 가건물 화재로 인한 연기 발생. 인근 주민은 사고지점에서 먼 곳으로 이동하시고, 연기 유입에 주의하시기 바랍니다. [서대문구]",2026-06-16 14:52:19
2026-06-16T15:04:16.687081+09:00,홍제폭포,홍제폭포,POI128,KEY_1,화재,안전안내,"금일 14:34경 영천시장 옥상 위 가건물 화재로 인한 연기 발생. 인근 주민은 사고지점에서 먼 곳으로 이동하시고, 연기 유입에 주의하시기 바랍니다. [서대문구]",2026-06-16 14:52:19
2026-06-16T15:04:16.687081+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,화재,안전안내,"금일 14:34경 영천시장 옥상 위 가건물 화재로 인한 연기 발생. 인근 주민은 사고지점에서 먼 곳으로 이동하시고, 연기 유입에 주의하시기 바랍니다. [서대문구]",2026-06-16 14:52:19
2026-06-16T15:04:16.687081+09:00,충정로역,충정로역,POI052,KEY_1,화재,안전안내,"금일 14:34경 영천시장 옥상 위 가건물 화재로 인한 연기 발생. 인근 주민은 사고지점에서 먼 곳으로 이동하시고, 연기 유입에 주의하시기 바랍니다. [서대문구]",2026-06-16 14:52:19
2026-06-16T19:47:39.891040+09:00,성신여대입구역,성신여대입구역,POI035,KEY_2,기타,안전안내,"(일부도로 통제) 현재 길음역 6번 출구 인근(길음1 치안센터 앞, 미아사거리 방향) 긴급 상수도 복구 공사중으로 일부 차로 통제중. 교통혼잡이 우려되오니 차량은 우회하시기 바랍니다.[성북구]",2026-06-16 18:06:33
2026-06-16T21:44:20.478978+09:00,성신여대입구역,성신여대입구역,POI035,KEY_2,기타,안전안내,"(일부도로 통제) 현재 길음역 6번 출구 인근(길음1 치안센터 앞, 미아사거리 방향) 긴급 상수도 복구 공사중으로 일부 차로 통제중. 교통혼잡이 우려되오니 차량은 우회하시기 바랍니다.[성북구]",2026-06-16 18:06:33
