fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-06-17T07:45:58.458727+09:00,성신여대입구역,성신여대입구역,POI035,KEY_2,기타,안전안내,(일부도로 통제) 길음역 6번 출구 인근(길음1치안센터 앞~미아사거리 방향) 긴급 상수도 복구공사로 일부 차로 통제가 지속되고 있습니다. 출근시간대 교통혼잡이 예상되오니 차량은 우회하시기 바랍니다. [성북구],2026-06-17 07:30:04
