fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_DST_MESSAGE__DST_SE_NM,LIVE_DST_MESSAGE__EMRG_STEP_NM,LIVE_DST_MESSAGE__MSG_CN,LIVE_DST_MESSAGE__CRT_DT
2026-07-08T07:20:04.693285+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,기타,안전안내,"수도권 제1순환선(일산-퇴계원) 퇴계원방향 수락산터널 차량화재 사고 처리중입니다. 교통정보를 미리 확인하시고, 우회도로를 이용해 주세요. [서울고속도로(주)]",2026-07-08 06:27:55
2026-07-08T07:20:04.693285+09:00,쌍문역,쌍문역,POI070,KEY_3,기타,안전안내,"수도권 제1순환선(일산-퇴계원) 퇴계원방향 수락산터널 차량화재 사고 처리중입니다. 교통정보를 미리 확인하시고, 우회도로를 이용해 주세요. [서울고속도로(주)]",2026-07-08 06:27:55
2026-07-08T19:29:59.166891+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,난지한강공원,난지한강공원,POI090,KEY_2,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,망원한강공원,망원한강공원,POI094,KEY_2,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,월드컵공원,월드컵공원,POI106,KEY_2,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,연남동,연남동,POI073,KEY_1,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,합정역,합정역,POI053,KEY_2,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
2026-07-08T19:29:59.166891+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,정전,안전안내,오늘 17:56경 숭문길 35 염리경로당 앞 전신주 조류접촉으로 인한 정전발생. 복구까지 3시간 소요예상. 인근 주민께서는 안전에 유의하시기 바랍니다. [마포구],2026-07-08 18:35:07
