fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AVG_ROAD_DATA__ROAD_MSG,AVG_ROAD_DATA__ROAD_TRAFFIC_IDX,AVG_ROAD_DATA__ROAD_TRAFFIC_SPD,AVG_ROAD_DATA__ROAD_TRAFFIC_TIME
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,22,2026-05-10 23:40
