fetched_at,place_name,AREA_NM,AREA_CD,_key_used,EVENT_NM,EVENT_PERIOD,EVENT_PLACE,EVENT_X,EVENT_Y,PAY_YN,THUMBNAIL,URL,EVENT_ETC_DETAIL
2026-09-19T03:21:43.676009+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026 문학 속 영화 투어,2026-09-12~2026-12-05,서울시 전역,126.977918351844,37.566370776634,N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=77dc579513ca4160970416a2c3558313&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159334&menuNo=200011,문학작품과 영화 작품을 엄선， 17개 답사 코스로 재현하고 참여 시민들이 문학과 영화의 배경지를 탐방하여 두 매체 사이의 공통점과 차이점을 비교하여 비로소 문학의 내밀한 속살을 체험할 수 있는 계기 마련.
2026-09-19T03:21:43.676009+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,[세종문화회관] 26세종시즌 [스미레 미용실],2026-09-12~2026-10-03,세종M씨어터,126.97577534746529,37.57260128068914,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cabf72f0c90446f1a43cbf195664aa4b&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159055&menuNo=200008,
2026-09-19T03:21:43.676009+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,[서울야외도서관] 2026년 서울야외도서관 (책읽는 서울광장， 광화문 책마당， 책읽는 맑은냇가),2026-09-04~2026-11-01,서울광장， 광화문광장(육조마당)， 청계천(모전교~광통교),126.97769782752,37.5653338689441,N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=005bb45c0890482db8ac967068006793&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159264&menuNo=200010,
2026-09-19T03:21:43.676009+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,[서울시청] 제3회 서울조각페스티벌,2026-08-29~2026-11-30,열린송현녹지광장， 뚝섬한강공원,126.98157018878199,37.57651039211841,N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e468a7dc00f840d3bb2c62859be08575&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158899&menuNo=200010,
2026-09-19T03:21:43.676009+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,DDP 협력전시 [SPECTRUM],2026-09-09~2026-10-09,동대문디자인플라자(DDP) 갤러리문,127.00977973484339,37.56735731522952,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d1643501c18c49ac939272ac8bb18ebf&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159411&menuNo=200009,
2026-09-19T03:21:43.676009+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,DDP 루프탑투어 2026,2026-09-04~2026-11-29,DDP(동대문디자인플라자) / DDP 라운지 투어데스크(아트홀 1층 A3， A4) / 루프탑,127.00977973484339,37.56735731522952,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f786fe9b07c94708b59451b836f44589&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159276&menuNo=200011,영문사이트(http://ddp.or.kr/index.html?menuno=798&siteno=2&bbsno=12&boardno=146&bbstopno=12&act=view&subno=1)
2026-09-19T03:21:43.676009+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,[중구문화재단] 뮤지컬 [디어 에반 핸슨],2026-08-01~2026-11-01,충무아트센터,127.014790889728,37.5659409687669,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=19fb5eb0e087415984110cf261bd84bb&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=158529&menuNo=200008,
2026-09-19T03:21:43.676009+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,[B the B] 라라레서피 x MeME 작가 [WANTED: Protect Your Energy],2026-08-01~2026-09-30,비더비 UP-TOWN (울시 중구 을지로 281， DDP마켓 지하2층),127.010890355484,37.5680445876689,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=347d574d5a9e46c5b5c5c84fbd8f2935&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159102&menuNo=200009,
2026-09-19T03:21:43.676009+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026 문학 속 영화 투어,2026-09-12~2026-12-05,서울시 전역,126.977918351844,37.566370776634,N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=77dc579513ca4160970416a2c3558313&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159334&menuNo=200011,문학작품과 영화 작품을 엄선， 17개 답사 코스로 재현하고 참여 시민들이 문학과 영화의 배경지를 탐방하여 두 매체 사이의 공통점과 차이점을 비교하여 비로소 문학의 내밀한 속살을 체험할 수 있는 계기 마련.
2026-09-19T03:21:43.676009+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,[서울야외도서관] 2026년 서울야외도서관 (책읽는 서울광장， 광화문 책마당， 책읽는 맑은냇가),2026-09-04~2026-11-01,서울광장， 광화문광장(육조마당)， 청계천(모전교~광통교),126.97769782752,37.5653338689441,N,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=005bb45c0890482db8ac967068006793&thumb=Y,https://culture.seoul.go.kr/culture/culture/cultureEvent/view.do?cultcode=159264&menuNo=200010,
