fetched_at,place_name,AREA_NM,AREA_CD,_key_used,SBIKE_SPOT_NM,SBIKE_SPOT_ID,SBIKE_SHARED,SBIKE_PARKING_CNT,SBIKE_RACK_CNT,SBIKE_X,SBIKE_Y
2026-06-15T00:43:13.355965+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,310. 청계광장 옆,ST-126,0,0,8,126.9774704,37.56887817
2026-06-15T00:43:13.355965+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,391. 시립미술관,ST-977,0,0,8,126.97340393,37.56505203
2026-06-15T00:43:13.355965+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,4719. 종로문화원 건너편,ST-3090,0,0,15,126.9805069,37.57571411
2026-06-15T00:43:13.355965+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,6058. 시청역 2번출구,ST-3297,7,1,15,126.97702026,37.56557846
2026-06-15T00:43:13.355965+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,4796. 서울시청,ST-2693,0,0,20,126.97925568,37.5664711
2026-06-15T00:43:13.355965+09:00,보신각,보신각,POI010,KEY_3,316. 종각역 1번출구 앞,ST-132,0,0,8,126.98178864,37.57039642
2026-06-15T00:43:13.355965+09:00,보신각,보신각,POI010,KEY_3,385. 종각역 5번출구,ST-336,0,0,10,126.98265839,37.56983566
2026-06-15T00:43:13.355965+09:00,보신각,보신각,POI010,KEY_3,3408.종로타워빌딩,ST-1805,8,1,13,126.98323822,37.57070541
2026-06-15T00:43:13.355965+09:00,보신각,보신각,POI010,KEY_3,4708. 조계사앞사거리,ST-2472,17,1,6,126.98283386,37.5721817
2026-06-15T00:43:13.355965+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,1007.암사동 선사유적지,ST-491,36,5,14,127.13087463,37.55955887
2026-06-15T00:43:13.355965+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,3539. 서원마을,ST-1686,150,15,10,127.13283539,37.56379318
2026-06-15T00:43:13.355965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,339. 종로4가 사거리,ST-155,10,1,10,126.99819183,37.57106781
2026-06-15T00:43:13.355965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,337. 창경궁 입구,ST-153,140,7,5,126.99647522,37.57897949
2026-06-15T00:43:13.355965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,359. 원남동사거리,ST-174,25,2,8,126.99768066,37.57606125
2026-06-15T00:43:13.355965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,3411.종묘,ST-1808,56,5,9,126.99437714,37.57072067
2026-06-15T00:43:13.355965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,338. 세운스퀘어 앞,ST-154,0,0,18,126.99712372,37.57095718
2026-06-15T00:43:13.355965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,3410.종로3가역 8번출구,ST-1807,0,0,10,126.99188995,37.5724678
2026-06-15T00:43:13.355965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,3413.종로플레이스,ST-1810,68,15,22,126.99796295,37.57320023
2026-06-15T00:43:13.355965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,383. 신당역 12번 출구 뒤,ST-198,104,25,24,127.01642609,37.56591797
2026-06-15T00:43:13.355965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,474.동대문역사문화공원역 1번출구 뒤편,ST-1780,23,9,40,127.00849152,37.56629944
2026-06-15T00:43:13.355965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,346. 맥스타일 앞,ST-162,80,8,10,127.01014709,37.5689621
2026-06-15T00:43:13.355965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,347. 동대문역사문화공원역 9번출구 앞,ST-163,39,7,18,127.00784302,37.56533051
2026-06-15T00:43:13.355965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,475.DDP 패션몰,ST-1781,95,20,21,127.0118103,37.56764984
2026-06-15T00:43:13.355965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,6061.충무아트센터,ST-3381,160,16,10,127.01522064,37.56538773
2026-06-15T00:43:13.355965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,4765. 동대문디자인플라자,ST-2431,85,17,20,127.00946045,37.5683136
2026-06-15T00:43:13.355965+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,324. 신세계백화점 본점 앞,ST-140,0,0,8,126.9805069,37.56134415
2026-06-15T00:43:13.355965+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,310. 청계광장 옆,ST-126,0,0,8,126.9774704,37.56887817
2026-06-15T00:43:13.355965+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,466.롯데호텔,ST-1772,0,0,13,126.97981262,37.56584167
2026-06-15T00:43:13.355965+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,321. KEB 하나금융그룹 명동사옥 옆,ST-137,0,0,15,126.98413849,37.56546402
2026-06-15T00:43:13.355965+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,433. 을지로입구역 2번출구,ST-1668,0,0,12,126.98229218,37.56634521
2026-06-15T00:43:13.355965+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,322. 명동성당 앞,ST-138,0,0,10,126.98696899,37.56447601
