fetched_at,place_name,AREA_NM,AREA_CD,_key_used,PRK_NM,PRK_CD,PRK_TYPE,CPCTY,CUR_PRK_CNT,CUR_PRK_TIME,CUR_PRK_YN,PAY_YN,RATES,TIME_RATES,ADD_RATES,ADD_TIME_RATES,ADDRESS,ROAD_ADDR,LNG,LAT
2026-05-28T00:21:02.999418+09:00,경복궁,경복궁,POI008,KEY_1,경복궁 주차장,1913638,BS,266,,,N,Y,3000,120,800,10,종로구 세종로 1-1,,126.9791106,37.576926
2026-05-28T00:21:02.999418+09:00,경복궁,경복궁,POI008,KEY_1,사직로1 관광버스 주차허용 구간(시),1452323,NS,1,,,N,N,0,0,0,0,종로구 내자동 35-0 내자동 54(치과의원) ~ 필운동 227(금고 앞),,126.97178954,37.57605407
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,백영북창빌딩,3202173,BS,24,,,N,Y,2000,30,1000,10,중구 북창동 18-9,,126.977556,37.562981
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,우성빌딩 주차장,3202180,BS,28,,,N,Y,3000,30,1000,10,중구 북창동 35-0,,126.97801914,37.56351645
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,세종대로3 관광버스 승하차 허용 구간(시),1582645,NS,2,,,N,N,0,0,0,0,중구 태평로2가 113-1 (신협 ~ 세븐일레븐),,126.976973025,37.563362585
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,극동빌딩,3201870,BS,25,,,N,Y,2000,30,1000,10,중구 소공동 112-44,,126.978651,37.562901
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한화생명 태평로사옥,3202430,BS,484,,,N,Y,3000,30,1000,10,중구 태평로2가 43-0,,126.977563,37.564181
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,세종대로2 관광버스 승하차 허용 구간(시),1584732,NS,2,,,N,N,0,0,0,0,중구 정동 5-5 (정동 5-5(시청역 2번 출구 앞),,126.97694016,37.565996479999995
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,프리미어플레이스 주차장,3201494,BS,87,,,N,Y,2000,30,1000,10,중구 무교동 96-0,,126.978266,37.568841
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한국프레스센터주차장,3201679,BS,266,,,N,Y,3000,30,1200,10,중구 태평로1가 25-0,,126.977861,37.567553
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,뉴국제호텔 앞(구),1512147,NS,16,,,N,Y,600,5,600,5,중구 무교동 18-0,,126.97839675,37.56818025
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,뉴국제호텔 앞(구),1512147,NS,2,,,N,Y,600,5,600,5,중구 무교동 45-0,,126.97852950000001,37.568073999999996
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한화생명 소공동사옥,3201861,BS,459,,,N,Y,3000,30,1000,10,중구 소공동 110-0,,126.978553,37.564168
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한국정보사회진흥원,3201492,BS,93,,,N,Y,2000,30,1000,10,중구 무교동 77-0,,126.978901,37.568815
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,더익스체인지서울,3201493,BS,100,,,N,Y,1000,10,1000,10,중구 무교동 45-0,,126.978737,37.56782
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울파이낸스빌딩,3201496,BS,608,,,N,Y,0,30,1000,10,중구 무교동 97-0,,126.978535,37.568397
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,코오롱빌딩 옆(구),1510726,NS,10,,,N,Y,600,5,600,5,중구 태평로1가 31-0,,126.9783846,37.56764296
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울시청 본청사 주차장,949857,BP,101,,,N,Y,0,10,1000,10,중구 태평로1가 31-0,,126.97825111,37.56658706
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울파이낸스센터,1449510,BS,626,,,N,Y,1000,10,0,0,중구 태평로1가 84-0,,126.9778169,37.56842391
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,효령빌딩,3201498,BS,56,,,N,Y,2000,30,2000,30,중구 무교동 1-0,,126.979486,37.568759
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,세종로 공영주차장(시),171721,NW,1260,,,N,Y,430,5,430,5,종로구 세종로 80-1,,126.97588429,37.57340269
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,코리아나호텔 주차장,3201688,BS,130,,,N,Y,1000,10,1000,10,중구 태평로1가 61-1,,126.976644,37.568329
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울시청 서소문청사 부설주차장,951751,BP,76,,,N,Y,1000,10,1000,10,중구 서소문동 37-0,,126.975165,37.564368
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,세종대로1 관광버스 승하차 허용 구간(시),1584724,NS,4,,,N,N,0,0,0,0,중구 태평로1가 60-22 (코리아나호텔 주차장 입구 ~ 시의회 앞),,126.97686344,37.567547950000005
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,열린마당(구),1451525,NS,13,,,N,Y,500,5,1000,10,종로구 세종로 111-0 옆,,126.9787180576923,37.57534034538462
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,경복궁 주차장,1913638,BS,266,,,N,Y,3000,120,800,10,종로구 세종로 1-1,,126.9791106,37.576926
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,트윈트리타워 주차장,1145753,BS,266,,,N,Y,3000,30,1000,10,종로구 중학동 14-0,,126.9801813,37.57542635
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문 D타워,2966070,BS,356,,,N,Y,3000,20,1500,10,종로구 청진동 246-0,,126.978915,37.57111
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,종로구청,2962951,BS,45,,,N,Y,1000,10,500,5,종로구 수송동 146-12,,126.979193,37.573484
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,정동주차장(민영),3204451,NP,64,,,N,Y,2000,20,1000,10,중구 정동 1-48,,126.97553516,37.56894698
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문오피시아빌딩,3082176,BS,463,,,N,Y,0,15,1000,10,종로구 신문로1가 163-0,,126.974909,37.569711
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,교보생명 본사사옥[광화문 5호점],899187,BS,412,,,N,Y,2000,20,1000,10,종로구 종로1가 1-0,,126.97807912,37.57061469
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,대한성공회 서울대성당,3200672,BS,23,,,N,Y,3000,30,1000,10,중구 정동 3-0,,126.97587019,37.56720429
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,케이트윈타워,2969430,BS,402,,,N,Y,3000,30,1000,10,종로구 중학동 19-0,,126.979023,37.574719
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,세종로 공영주차장(시),171721,NW,1260,211,2026-05-28 00:20:43,Y,Y,430,,430,,종로구 세종로 80-1,종로구 세종대로 189,126.97588429,37.57340269
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,하나투어빌딩,2984544,BS,120,,,N,Y,3000,30,1000,10,종로구 공평동 1-0,,126.984174,37.571794
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,센트로폴리스,1912957,BS,560,,,N,Y,2000,20,2000,20,종로구 공평동 17-0,,126.983431,37.571631
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,종로타워 주차장,910779,BS,273,,,N,Y,2000,20,1000,10,종로구 종로2가 6-0,,126.98383892,37.57045278
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,종로1번가,2992481,BS,42,,,N,Y,2000,30,1000,15,종로구 관철동 155-0,,126.985048,37.568901
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,종각(구),1451594,NS,13,,,N,Y,500,5,1000,10,종로구 관철동 45-9,,126.98351657769231,37.56955315384615
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,대신주차장(민영),1441398,NP,44,,,N,Y,3000,30,1000,10,종로구 관철동 44-4,,126.9838611,37.56925543
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,서울글로벌센터 공영주차장(시),1386536,NW,44,,,N,Y,700,5,700,5,종로구 서린동 63-0,,126.98150586,37.56983402
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,관정빌딩 주차장,2973967,BS,145,,,N,Y,2000,30,2000,30,종로구 서린동 88-0,,126.98142,37.569393
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,한국스탠다드차티드은행빌딩,2961634,BS,366,,,N,Y,1000,10,1000,10,종로구 공평동 100-0,,126.983564,37.568852
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,알파빌딩,2976591,BS,84,,,N,Y,2000,30,500,10,종로구 서린동 70-0,,126.981107,37.569829
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,그랑서울 주차장,1437012,BS,754,,,N,Y,2000,15,2000,15,종로구 청진동 70-0,,126.98138243,37.57107565
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,94빌딩,984489,BS,63,,,N,Y,3000,30,1000,10,종로구 공평동 144-0,,126.98233785,37.57182562
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,황소(민영),2974687,NP,20,,,N,Y,2000,30,1000,10,종로구 청진동 9-0,,126.981055,37.572034
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,서울글로벌센터 공영주차장(시),1386536,NW,44,2,2026-05-28 00:20:43,Y,Y,700,,700,,종로구 서린동 63-0,종로구 종로 38,126.98150586,37.56983402
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,원서공원 앞(구),1451598,NS,17,,,N,Y,500,5,500,5,종로구 와룡동 206-0,,126.98933574,37.57807922235294
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,한일(민영),171744,NP,9,,,N,Y,3000,30,1000,10,종로구 묘동 83-0,,126.99196916,37.5721623
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,한일(민영),171744,NP,11,,,N,Y,3000,30,1000,10,종로구 묘동 83-0,,126.991953,37.57216
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,와룡주차장(민영),3245943,NP,12,,,N,Y,2000,30,1000,10,종로구 와룡동 40-1,,126.9909364,37.5758183
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,세운스퀘어 주차장,2996198,BS,123,,,N,Y,3000,30,1000,10,종로구 인의동 112-2,,126.996703,37.571871
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,동순라길(종묘) 관광버스전용 주차장(시),1451370,NS,1,,,N,N,0,0,0,0,종로구 인의동 107-1,,126.99677676,37.5730121
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,동순라길(종묘) 관광버스전용 주차장(시),1451370,NS,4,,,N,N,0,0,0,0,종로구 인의동 112-10,,126.9967442775,37.5727128275
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창경궁로1 관광버스 주차허용 구간(시),1452740,NS,11,,,N,N,0,0,0,0,종로구 와룡동 2-86 (창경궁주차장~홍화문),,126.99640169909092,37.57978415545455
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,종로플레이스 주차장,1145779,BS,202,,,N,Y,1000,10,1000,10,종로구 인의동 28-2,,126.998496,37.572882
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창경궁로2 관광버스 주차허용 구간(시),1582612,NS,5,,,N,N,0,0,0,0,종로구 와룡동 2-86 (홍화문~선인문),,126.99651016600001,37.579023348
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,고강(민영),1431605,NP,18,,,N,Y,2000,30,1000,30,종로구 와룡동 40-1,,126.99096811,37.57582388
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,종묘주차장 공영주차장(시),171730,NW,1312,,,N,Y,400,5,400,5,종로구 훈정동 2-0,,126.99496888,37.57150398
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,하나손해보험빌딩 주차장,896906,BS,82,,,N,Y,3000,30,1000,10,종로구 인의동 112-1,,126.99718284,37.57278965
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창경궁관리소,2996195,BS,33,,,N,Y,3000,120,500,10,종로구 와룡동 2-1,,126.99625552728921,37.5806991414411
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,GS타임즈 익선동(민영),3245944,NP,16,,,N,Y,600,5,600,5,종로구 와룡동 80-1,,126.9909787,37.5751482
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,동순라길(종묘) 관광버스전용 주차장(시),1377116,NS,5,4,2026-05-28 00:20:54,Y,N,0,,0,,종로구 인의동 107-1,,126.99677676,37.5730121
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,종묘주차장 공영주차장(시),171730,NW,1312,538,2026-05-28 00:20:43,Y,Y,400,,400,,종로구 훈정동 2-0,종로구 종로 155,126.99496888,37.57150398
2026-05-28T00:21:02.999418+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,코엑스 주차장,1426397,BS,2648,,,N,Y,2400,30,1200,15,강남구 삼성동 159-0,,127.05884715,37.51243164
2026-05-28T00:21:02.999418+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,그랜드파르나스호텔,3199034,BS,1186,,,N,Y,9000,60,9000,60,강남구 삼성동 159-8,,127.060844,37.509079
2026-05-28T00:21:02.999418+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,현대백화점 무역점,764383,BS,594,,,N,Y,1000,10,1000,10,강남구 삼성동 159-7,,127.05973996,37.50861623
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,Studio W 주차장,3201799,BS,154,,,N,Y,1500,30,500,10,중구 신당동 213-8,,127.01263664,37.56894677
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문패션비즈센터 주차장,3200577,BS,25,,,N,Y,3500,60,3000,60,중구 신당동 251-160,,127.01227046,37.56644965
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,DDP동측(양쪽) 관광버스전용 주차장(시),1509186,NS,16,,,N,N,0,0,0,0,중구 을지로7가 2-36,,127.011037560625,37.566060568124996
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,APM플레이스 앞 관광버스 주차허용 구간(시),1582627,NS,1,,,N,N,0,0,0,0,중구 을지로7가 112-3,,127.008555,37.56569
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,APM플레이스 앞 관광버스 주차허용 구간(시),1582627,NS,1,,,N,N,0,0,0,0,중구 을지로7가 276-0,,127.008624,37.565663
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문디자인플라자(DDP) 주차장,3202615,BS,355,,,N,Y,400,5,400,5,중구 을지로7가 143-0,,127.00987039,37.56705574
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 공영주차장(시),1384198,NW,1090,,,N,Y,360,5,360,5,중구 신당동 251-7,,127.01214106,37.56710187
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,DDP 유어스빌딩 앞 관광버스 주차허용 구간(시),1913613,NS,2,,,N,N,0,0,0,0,중구 신당동 204-92,,127.01175,37.567835
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계6(청평화) 공영주차장(시),1235665,NS,5,,,N,Y,450,5,450,5,중구 신당동 217-91 0,,127.015038456,37.569598652
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,아트프라자 주차장,3200570,BS,63,,,N,Y,2000,30,1000,10,중구 신당동 213-67,,127.01287433,37.5691573
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,맥스타일 오피스텔 주차장,3200572,BS,211,,,N,Y,2000,30,1000,15,중구 신당동 773-0,,127.01055596,37.56883942
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,광희패션몰 주차장,3201791,BS,46,,,N,Y,2000,30,500,10,중구 신당동 777-0,,127.01193669,37.5686579
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,경찰공제회 신당동 무궁화회관,3201580,BS,15,,,N,Y,2000,30,2000,30,중구 신당동 193-29,,127.014787,37.56862
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,혜양엘리시움 주차장,3201652,BS,100,,,N,Y,1500,30,500,10,중구 신당동 213-48,,127.012832,37.568658
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,롯데피트인,3200607,BS,165,,,N,Y,2000,30,2000,30,중구 을지로6가 21-31,,127.00703558,37.56575911
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,밀리오레 주차장,3200625,BS,386,,,N,Y,1500,30,500,10,중구 을지로6가 18-185,,127.008579,37.56811
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,국민은행 신당동점 주차장,3201826,BS,11,,,N,Y,1000,15,1000,15,중구 신당동 250-9,,127.01381221,37.56529308
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계5가 공영주차장(시),1510063,NS,9,,,N,Y,750,5,750,5,중구 을지로6가 17-442 0,,127.00788014444444,37.56953133333334
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,남평화시장(구),1510112,NS,31,,,N,Y,500,5,500,5,중구 신당동 779-0,,127.01136435483872,37.56896577419355
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,맑은내길 노상공영주차장(구),1510159,NS,17,,,N,Y,500,5,500,5,중구 신당동 213-0 0,,127.01223829823527,37.568795944117646
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,훈련원공원 옆(구),1510243,NS,8,,,N,Y,500,5,500,5,중구 을지로6가 18-200,,127.00486925,37.567507125
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계6(신평화시장앞) 공영주차장(시),1510350,NS,7,,,N,Y,450,5,450,5,중구 신당동 217-91 0,,127.01153670571429,37.569573301428576
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계5(방산동) 공영주차장(시),1510632,NS,23,,,N,Y,750,5,750,5,중구 방산동 52-1,,127.00546118695652,37.56948155304348
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계5(남) 공영주차장(시),1510016,NS,5,,,N,Y,750,5,750,5,중구 을지로6가 17-442 0,,127.007371814,37.569505735999996
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계6(동평화) 공영주차장(시),1510496,NS,6,,,N,Y,450,5,450,5,중구 신당동 217-91 0,,127.01313014,37.56958206666667
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,디오트,685391,BS,145,,,N,Y,2000,30,1000,10,중구 신당동 193-2,,127.01473365,37.56917183
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,누죤빌딩,3200562,BS,318,,,N,Y,2000,20,500,10,중구 신당동 200-5,,127.013111,37.566956
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,성동공고 공영주차장,3248434,BS,175,,,N,Y,200,5,200,5,중구 흥인동 1-1,,127.017189,37.56836
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,충무아트홀,3202609,BS,191,,,N,Y,500,10,500,10,중구 흥인동 131-0,,127.01489726,37.56588484
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,우일타운,3202555,BS,139,,,N,Y,500,10,500,10,중구 흥인동 3-4,,127.016567,37.56743
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,굿모닝시티쇼핑몰,3202406,BS,375,,,N,Y,1500,30,1500,30,중구 을지로6가 18-21,,127.007348,37.566815
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문두산타워 주차장,960147,BS,855,,,N,Y,0,10,700,10,중구 을지로6가 18-12,,127.00877499,37.56881307
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,현대백화점 현대시티아울렛 동대문점,960162,BS,618,,,N,Y,0,30,600,10,중구 을지로6가 17-2,,127.00775925,37.56859457
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계천두산위브더제니스상,3202560,BS,997,,,N,Y,0,30,2000,30,중구 흥인동 13-1,,127.017092,37.56682
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,평안빌딩부설주차장,3200836,BS,42,,,N,Y,2000,30,1000,10,중구 광희동1가 188-0,,127.00663596,37.56478525
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,헬로우APM 주차장,3200605,BS,92,,,N,Y,1500,30,500,10,중구 을지로6가 18-35,,127.00815953,37.56748983
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,카카오T주차,3202568,BS,26,,,N,Y,2000,30,2000,30,중구 흥인동 141-0,,127.014311,37.5658
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,에이피엠 플레이스 패션몰,3202604,BS,132,,,N,Y,2000,30,500,10,중구 을지로7가 105-0,,127.00842317,37.56527383
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,국립중앙의료원,3214517,BS,260,,,N,Y,6600,60,1100,10,중구 을지로6가 18-79,,127.00506810922018,37.56684629635844
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,DDP동측(양쪽) 관광버스전용 주차장(시),1427633,NS,16,9,2026-05-28 00:20:44,Y,N,0,,0,,중구 을지로7가 2-36,,127.01162685,37.56616803
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 공영주차장(시),1384198,NW,1090,916,2026-05-28 00:20:43,Y,Y,360,,360,,중구 신당동 251-7,중구 마장로 22,127.01214106,37.56710187
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계5(남) 공영주차장(시),1510016,NS,5,0,,Y,Y,750,,750,,중구 을지로6가 17-442 0,중구 퇴계로56길 28,127.00737181,37.56950592
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계5(방산동) 공영주차장(시),1235433,NS,36,0,,Y,Y,750,,750,,중구 방산동 52-1,중구 퇴계로56길 28,127.00614726,37.56948273
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계5가 공영주차장(시),1509667,NS,20,0,,Y,Y,750,,750,,중구 을지로6가 17-442 0,중구 퇴계로56길 28,127.00788699,37.56953156
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계6(동평화) 공영주차장(시),1510496,NS,6,2,2026-05-28 00:20:48,Y,Y,450,,450,,중구 신당동 217-91 0,중구 청계천로 334,127.01329339,37.56958228
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계6(신평화시장앞) 공영주차장(시),1510308,NS,7,3,2026-05-28 00:20:47,Y,Y,450,,450,,중구 신당동 217-91 0,중구 청계천로 334,127.0114317,37.56957215
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,청계6(청평화) 공영주차장(시),1235665,NS,5,3,2026-05-28 00:20:55,Y,Y,450,,450,,중구 신당동 217-91 0,중구 청계천로 334,127.01514828,37.56960064
2026-05-28T00:21:02.999418+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,조선호텔 앞(구),1510781,NS,12,,,N,Y,600,5,600,5,중구 소공동 87-3 0,,126.98004272333333,37.5639045225
2026-05-28T00:21:02.999418+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,해운센터 앞(구),1237608,NS,9,,,N,Y,600,5,600,5,중구 소공동 59-0,,126.98075833777779,37.563176401111114
2026-05-28T00:21:02.999418+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,남대문 화물 공영주차장(시),1236612,NS,8,,,N,Y,400,5,400,5,중구 남대문로4가 24-1,,126.9776513225,37.56084437
2026-05-28T00:21:02.999418+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,남대문 화물 공영주차장(시),1236612,NS,1,,,N,Y,400,5,400,5,중구 남대문로4가 24-4,,126.97788023,37.56091076
2026-05-28T00:21:02.999418+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,삼정주차장(민영),171877,NP,10,,,N,Y,1000,10,1000,10,중구 북창동 19-9,,126.977167,37.562509
2026-05-28T00:21:02.999418+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,삼정주차장(민영),171877,NP,10,,,N,Y,2000,30,2000,30,중구 태평로2가 69-5,,126.97687996,37.56268185
