fetched_at,place_name,AREA_NM,AREA_CD,_key_used,PRK_NM,PRK_CD,PRK_TYPE,CPCTY,CUR_PRK_CNT,CUR_PRK_TIME,CUR_PRK_YN,PAY_YN,RATES,TIME_RATES,ADD_RATES,ADD_TIME_RATES,ADDRESS,ROAD_ADDR,LNG,LAT
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,백영북창빌딩,3202173,BS,24,,,N,Y,2000,30,1000,10,중구 북창동 18-9,,126.977556,37.562981
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,우성빌딩 주차장,3202180,BS,28,,,N,Y,3000,30,1000,10,중구 북창동 35-0,,126.97801914,37.56351645
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,세종대로3 관광버스 승하차 허용 구간(시),1582645,NS,2,,,N,N,0,0,0,0,중구 태평로2가 113-1 (신협 ~ 세븐일레븐),,126.976973025,37.563362585
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,극동빌딩,3201870,BS,25,,,N,Y,2000,30,1000,10,중구 소공동 112-44,,126.978651,37.562901
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,한화생명 태평로사옥,3202430,BS,484,,,N,Y,3000,30,1000,10,중구 태평로2가 43-0,,126.977563,37.564181
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,세종대로2 관광버스 승하차 허용 구간(시),1584732,NS,2,,,N,N,0,0,0,0,중구 정동 5-5 (정동 5-5(시청역 2번 출구 앞),,126.97694016,37.565996479999995
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,프리미어플레이스 주차장,3201494,BS,87,,,N,Y,2000,30,1000,10,중구 무교동 96-0,,126.978266,37.568841
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,한국프레스센터주차장,3201679,BS,266,,,N,Y,3000,30,1200,10,중구 태평로1가 25-0,,126.977861,37.567553
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,뉴국제호텔 앞(구),1512147,NS,16,,,N,Y,600,5,600,5,중구 무교동 18-0,,126.97839675,37.56818025
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,뉴국제호텔 앞(구),1512147,NS,2,,,N,Y,600,5,600,5,중구 무교동 45-0,,126.97852950000001,37.568073999999996
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,한화생명 소공동사옥,3201861,BS,459,,,N,Y,3000,30,1000,10,중구 소공동 110-0,,126.978553,37.564168
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,한국정보사회진흥원,3201492,BS,93,,,N,Y,2000,30,1000,10,중구 무교동 77-0,,126.978901,37.568815
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,더익스체인지서울,3201493,BS,100,,,N,Y,1000,10,1000,10,중구 무교동 45-0,,126.978737,37.56782
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울파이낸스빌딩,3201496,BS,608,,,N,Y,0,30,1000,10,중구 무교동 97-0,,126.978535,37.568397
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,코오롱빌딩 옆(구),1510726,NS,10,,,N,Y,600,5,600,5,중구 태평로1가 31-0,,126.9783846,37.56764296
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울시청 본청사 주차장,949857,BP,101,,,N,Y,0,10,1000,10,중구 태평로1가 31-0,,126.97825111,37.56658706
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울파이낸스센터,1449510,BS,626,,,N,Y,1000,10,0,0,중구 태평로1가 84-0,,126.9778169,37.56842391
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,효령빌딩,3201498,BS,56,,,N,Y,2000,30,2000,30,중구 무교동 1-0,,126.979486,37.568759
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,세종로 공영주차장(시),171721,NW,1260,,,N,Y,430,5,430,5,종로구 세종로 80-1,,126.97588429,37.57340269
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,코리아나호텔 주차장,3201688,BS,130,,,N,Y,1000,10,1000,10,중구 태평로1가 61-1,,126.976644,37.568329
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울시청 서소문청사 부설주차장,951751,BP,76,,,N,Y,1000,10,1000,10,중구 서소문동 37-0,,126.975165,37.564368
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,세종대로1 관광버스 승하차 허용 구간(시),1584724,NS,4,,,N,N,0,0,0,0,중구 태평로1가 60-22 (코리아나호텔 주차장 입구 ~ 시의회 앞),,126.97686344,37.567547950000005
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,열린마당(구),1451525,NS,13,,,N,Y,500,5,1000,10,종로구 세종로 111-0 옆,,126.9787180576923,37.57534034538462
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,경복궁 주차장,1913638,BS,266,,,N,Y,3000,120,800,10,종로구 세종로 1-1,,126.9791106,37.576926
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,트윈트리타워 주차장,1145753,BS,266,,,N,Y,3000,30,1000,10,종로구 중학동 14-0,,126.9801813,37.57542635
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,광화문 D타워,2966070,BS,356,,,N,Y,3000,20,1500,10,종로구 청진동 246-0,,126.978915,37.57111
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,종로구청,2962951,BS,45,,,N,Y,1000,10,500,5,종로구 수송동 146-12,,126.979193,37.573484
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,정동주차장(민영),3204451,NP,64,,,N,Y,2000,20,1000,10,중구 정동 1-48,,126.97553516,37.56894698
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,광화문오피시아빌딩,3082176,BS,463,,,N,Y,0,15,1000,10,종로구 신문로1가 163-0,,126.974909,37.569711
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,교보생명 본사사옥[광화문 5호점],899187,BS,412,,,N,Y,2000,20,1000,10,종로구 종로1가 1-0,,126.97807912,37.57061469
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,대한성공회 서울대성당,3200672,BS,23,,,N,Y,3000,30,1000,10,중구 정동 3-0,,126.97587019,37.56720429
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,케이트윈타워,2969430,BS,402,,,N,Y,3000,30,1000,10,종로구 중학동 19-0,,126.979023,37.574719
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,세종로 공영주차장(시),171721,NW,1260,163,2026-05-10 23:41:23,Y,Y,430,,430,,종로구 세종로 80-1,종로구 세종대로 189,126.97588429,37.57340269
