adstr_cd,dong_nm,category,pred_sales,pred_sales_백만원,rank
11350611,하계1동,한식음식점,3774618600.0,3774.6,1
11350611,하계1동,패스트푸드점,822716300.0,822.7,2
11350611,하계1동,커피-음료,474052030.0,474.1,3
11350612,하계2동,중식음식점,16552905.0,16.6,1
11350612,하계2동,제과점,15318106.0,15.3,2
11350612,하계2동,치킨전문점,11887187.0,11.9,3
11350619,중계본동,한식음식점,2822446600.0,2822.4,1
11350619,중계본동,분식전문점,854084160.0,854.1,2
11350619,중계본동,양식음식점,646728700.0,646.7,3
11350621,중계1동,분식전문점,403057000.0,403.1,1
11350621,중계1동,제과점,387160960.0,387.2,2
11350621,중계1동,커피-음료,350927520.0,350.9,3
11350624,중계4동,한식음식점,10403367000.0,10403.4,1
11350624,중계4동,호프-간이주점,1090585300.0,1090.6,2
11350624,중계4동,제과점,1010022300.0,1010.0,3
11350625,중계2·3동,한식음식점,2400167700.0,2400.2,1
11350625,중계2·3동,커피-음료,889838200.0,889.8,2
11350625,중계2·3동,제과점,676141600.0,676.1,3
11350630,상계1동,한식음식점,14449376000.0,14449.4,1
11350630,상계1동,호프-간이주점,1602706600.0,1602.7,2
11350630,상계1동,커피-음료,1218331000.0,1218.3,3
11350640,상계2동,한식음식점,27035850000.0,27035.8,1
11350640,상계2동,호프-간이주점,5516341000.0,5516.3,2
11350640,상계2동,커피-음료,3630742300.0,3630.7,3
11350665,상계3·4동,한식음식점,2992714200.0,2992.7,1
11350665,상계3·4동,호프-간이주점,431835140.0,431.8,2
11350665,상계3·4동,커피-음료,291915740.0,291.9,3
11350670,상계5동,한식음식점,4429783600.0,4429.8,1
11350670,상계5동,호프-간이주점,684713500.0,684.7,2
11350670,상계5동,커피-음료,316226720.0,316.2,3
11350695,상계6·7동,한식음식점,7983113000.0,7983.1,1
11350695,상계6·7동,호프-간이주점,2155102500.0,2155.1,2
11350695,상계6·7동,양식음식점,2099950200.0,2100.0,3
11350700,상계8동,한식음식점,879966300.0,880.0,1
11350700,상계8동,제과점,521313060.0,521.3,2
11350700,상계8동,분식전문점,336474600.0,336.5,3
11350710,상계9동,한식음식점,1073953900.0,1074.0,1
11350710,상계9동,제과점,560261000.0,560.3,2
11350710,상계9동,분식전문점,493831040.0,493.8,3
11350720,상계10동,한식음식점,472887040.0,472.9,1
11350720,상계10동,중식음식점,211417180.0,211.4,2
11350720,상계10동,커피-음료,160686850.0,160.7,3
11380510,녹번동,한식음식점,9700982000.0,9701.0,1
11380510,녹번동,호프-간이주점,1410133000.0,1410.1,2
11380510,녹번동,커피-음료,738711300.0,738.7,3
11380520,불광1동,한식음식점,8047445000.0,8047.4,1
11380520,불광1동,호프-간이주점,903501250.0,903.5,2
11380520,불광1동,커피-음료,670035800.0,670.0,3
11380530,불광2동,한식음식점,6258946000.0,6258.9,1
11380530,불광2동,호프-간이주점,1036474050.0,1036.5,2
11380530,불광2동,중식음식점,547284600.0,547.3,3
11380551,갈현1동,한식음식점,10752416000.0,10752.4,1
11380551,갈현1동,호프-간이주점,3349457000.0,3349.5,2
11380551,갈현1동,커피-음료,693423170.0,693.4,3
11380552,갈현2동,한식음식점,8539396600.0,8539.4,1
11380552,갈현2동,호프-간이주점,1859516200.0,1859.5,2
11380552,갈현2동,분식전문점,869389300.0,869.4,3
11380560,구산동,한식음식점,1735999100.0,1736.0,1
11380560,구산동,커피-음료,311567600.0,311.6,2
11380560,구산동,분식전문점,280872960.0,280.9,3
11380570,대조동,한식음식점,11767060000.0,11767.1,1
11380570,대조동,호프-간이주점,2225405200.0,2225.4,2
11380570,대조동,제과점,2204404700.0,2204.4,3
11380580,응암1동,한식음식점,8291108400.0,8291.1,1
11380580,응암1동,호프-간이주점,1173701900.0,1173.7,2
11380580,응암1동,커피-음료,649693500.0,649.7,3
11380590,응암2동,한식음식점,1036899140.0,1036.9,1
11380590,응암2동,호프-간이주점,158872350.0,158.9,2
11380590,응암2동,중식음식점,64851700.0,64.9,3
11380600,응암3동,한식음식점,9731040000.0,9731.0,1
11380600,응암3동,호프-간이주점,2495498800.0,2495.5,2
11380600,응암3동,커피-음료,554408000.0,554.4,3
11380625,역촌동,한식음식점,6915677700.0,6915.7,1
11380625,역촌동,호프-간이주점,1560892800.0,1560.9,2
11380625,역촌동,커피-음료,677179200.0,677.2,3
11380631,신사1동,한식음식점,4628845000.0,4628.8,1
11380631,신사1동,커피-음료,551631740.0,551.6,2
11380631,신사1동,제과점,466916220.0,466.9,3
11380632,신사2동,한식음식점,425797500.0,425.8,1
11380632,신사2동,중식음식점,289870080.0,289.9,2
11380632,신사2동,호프-간이주점,194216130.0,194.2,3
11380640,증산동,한식음식점,1846886700.0,1846.9,1
11380640,증산동,제과점,369531650.0,369.5,2
11380640,증산동,커피-음료,258383890.0,258.4,3
11380650,수색동,한식음식점,1858409900.0,1858.4,1
11380650,수색동,호프-간이주점,105476530.0,105.5,2
11380650,수색동,커피-음료,80095220.0,80.1,3
11380690,진관동,한식음식점,7934128000.0,7934.1,1
11380690,진관동,커피-음료,928635800.0,928.6,2
11380690,진관동,호프-간이주점,478517900.0,478.5,3
11410520,천연동,한식음식점,4202506500.0,4202.5,1
11410520,천연동,호프-간이주점,642402400.0,642.4,2
11410520,천연동,커피-음료,221670260.0,221.7,3
11410555,북아현동,한식음식점,1825067000.0,1825.1,1
11410555,북아현동,호프-간이주점,375609470.0,375.6,2
11410555,북아현동,제과점,155776020.0,155.8,3
11410565,충현동,한식음식점,11844815000.0,11844.8,1
11410565,충현동,커피-음료,1801153500.0,1801.2,2
11410565,충현동,호프-간이주점,1559773700.0,1559.8,3
11410585,신촌동,한식음식점,34997936000.0,34997.9,1
11410585,신촌동,호프-간이주점,8492730000.0,8492.7,2
11410585,신촌동,커피-음료,8153681400.0,8153.7,3
11410615,연희동,한식음식점,10373467000.0,10373.5,1
11410615,연희동,커피-음료,4847344000.0,4847.3,2
11410615,연희동,중식음식점,1844489300.0,1844.5,3
11410620,홍제1동,한식음식점,3650198300.0,3650.2,1
11410620,홍제1동,호프-간이주점,362300640.0,362.3,2
11410620,홍제1동,분식전문점,295444100.0,295.4,3
11410640,홍제3동,한식음식점,5253318700.0,5253.3,1
11410640,홍제3동,호프-간이주점,717989760.0,718.0,2
11410640,홍제3동,분식전문점,677051300.0,677.1,3
11410655,홍제2동,한식음식점,1824572700.0,1824.6,1
11410655,홍제2동,호프-간이주점,269058270.0,269.1,2
11410655,홍제2동,커피-음료,175158380.0,175.2,3
11410660,홍은1동,한식음식점,2904025900.0,2904.0,1
11410660,홍은1동,제과점,246692270.0,246.7,2
11410660,홍은1동,호프-간이주점,231119120.0,231.1,3
11410685,홍은2동,한식음식점,4057329200.0,4057.3,1
11410685,홍은2동,커피-음료,528128580.0,528.1,2
11410685,홍은2동,제과점,460221250.0,460.2,3
11410690,남가좌1동,한식음식점,2648729000.0,2648.7,1
11410690,남가좌1동,호프-간이주점,390228030.0,390.2,2
11410690,남가좌1동,분식전문점,124815750.0,124.8,3
11410700,남가좌2동,한식음식점,5674388000.0,5674.4,1
11410700,남가좌2동,커피-음료,990299650.0,990.3,2
11410700,남가좌2동,호프-간이주점,780276350.0,780.3,3
11410710,북가좌1동,한식음식점,282939840.0,282.9,1
11410710,북가좌1동,중식음식점,27629790.0,27.6,2
11410710,북가좌1동,분식전문점,26084226.0,26.1,3
11410720,북가좌2동,한식음식점,7083568000.0,7083.6,1
11410720,북가좌2동,호프-간이주점,1068478140.0,1068.5,2
11410720,북가좌2동,커피-음료,472213760.0,472.2,3
11440555,아현동,한식음식점,3700530700.0,3700.5,1
11440555,아현동,커피-음료,685780000.0,685.8,2
11440555,아현동,분식전문점,412910460.0,412.9,3
11440565,공덕동,한식음식점,13105065000.0,13105.1,1
11440565,공덕동,호프-간이주점,1803793900.0,1803.8,2
11440565,공덕동,커피-음료,1123499300.0,1123.5,3
11440585,도화동,한식음식점,18752027000.0,18752.0,1
11440585,도화동,호프-간이주점,4367715300.0,4367.7,2
11440585,도화동,커피-음료,1917848300.0,1917.8,3
11440590,용강동,한식음식점,20120520000.0,20120.5,1
11440590,용강동,호프-간이주점,3771042000.0,3771.0,2
11440590,용강동,커피-음료,1660652400.0,1660.7,3
11440600,대흥동,한식음식점,5862960000.0,5863.0,1
11440600,대흥동,커피-음료,1460854400.0,1460.9,2
11440600,대흥동,분식전문점,669915650.0,669.9,3
11440610,염리동,한식음식점,4595820000.0,4595.8,1
11440610,염리동,양식음식점,1891683600.0,1891.7,2
11440610,염리동,커피-음료,1176099700.0,1176.1,3
11440630,신수동,한식음식점,3247941000.0,3247.9,1
11440630,신수동,커피-음료,737410560.0,737.4,2
11440630,신수동,제과점,480327520.0,480.3,3
11440655,서강동,한식음식점,6628302000.0,6628.3,1
11440655,서강동,커피-음료,3016899800.0,3016.9,2
11440655,서강동,호프-간이주점,2182570000.0,2182.6,3
11440660,서교동,한식음식점,65202303000.0,65202.3,1
11440660,서교동,호프-간이주점,36395774000.0,36395.8,2
11440660,서교동,커피-음료,26463115000.0,26463.1,3
11440680,합정동,한식음식점,16180096000.0,16180.1,1
11440680,합정동,호프-간이주점,5093847600.0,5093.8,2
11440680,합정동,커피-음료,4593007000.0,4593.0,3
11440690,망원1동,한식음식점,11814715000.0,11814.7,1
11440690,망원1동,커피-음료,2408923100.0,2408.9,2
11440690,망원1동,호프-간이주점,1677777800.0,1677.8,3
11440700,망원2동,한식음식점,4686223400.0,4686.2,1
11440700,망원2동,호프-간이주점,823206000.0,823.2,2
11440700,망원2동,커피-음료,644905600.0,644.9,3
11440710,연남동,한식음식점,10432995000.0,10433.0,1
11440710,연남동,커피-음료,4092818400.0,4092.8,2
11440710,연남동,양식음식점,4069473800.0,4069.5,3
11440720,성산1동,한식음식점,5392761000.0,5392.8,1
11440720,성산1동,커피-음료,1004600400.0,1004.6,2
11440720,성산1동,호프-간이주점,383171870.0,383.2,3
11440730,성산2동,한식음식점,5661998000.0,5662.0,1
11440730,성산2동,커피-음료,1196743800.0,1196.7,2
11440730,성산2동,분식전문점,676451140.0,676.5,3
11440740,상암동,한식음식점,22851390000.0,22851.4,1
11440740,상암동,커피-음료,6804448000.0,6804.4,2
11440740,상암동,호프-간이주점,3655033300.0,3655.0,3
11470510,목1동,한식음식점,15319971000.0,15320.0,1
11470510,목1동,커피-음료,3053603300.0,3053.6,2
11470510,목1동,호프-간이주점,2404039200.0,2404.0,3
11470520,목2동,한식음식점,5403664400.0,5403.7,1
11470520,목2동,호프-간이주점,709143230.0,709.1,2
11470520,목2동,커피-음료,556580000.0,556.6,3
11470530,목3동,한식음식점,4654209000.0,4654.2,1
11470530,목3동,호프-간이주점,1109736800.0,1109.7,2
11470530,목3동,커피-음료,536051600.0,536.1,3
11470540,목4동,한식음식점,3263683000.0,3263.7,1
11470540,목4동,호프-간이주점,327316350.0,327.3,2
11470540,목4동,치킨전문점,263771180.0,263.8,3
11470550,목5동,한식음식점,2677596000.0,2677.6,1
11470550,목5동,커피-음료,1208919000.0,1208.9,2
11470550,목5동,분식전문점,851470340.0,851.5,3
11470560,신월1동,한식음식점,5153961000.0,5154.0,1
11470560,신월1동,호프-간이주점,750281340.0,750.3,2
11470560,신월1동,제과점,444171040.0,444.2,3
11470570,신월2동,한식음식점,2123257500.0,2123.3,1
11470570,신월2동,패스트푸드점,235051300.0,235.1,2
11470570,신월2동,호프-간이주점,221204820.0,221.2,3
11470580,신월3동,한식음식점,1076868600.0,1076.9,1
11470580,신월3동,제과점,257621620.0,257.6,2
11470580,신월3동,분식전문점,218606850.0,218.6,3
11470590,신월4동,한식음식점,3504287200.0,3504.3,1
11470590,신월4동,호프-간이주점,697012740.0,697.0,2
11470590,신월4동,분식전문점,696986100.0,697.0,3
11470600,신월5동,한식음식점,3699458000.0,3699.5,1
11470600,신월5동,호프-간이주점,359322180.0,359.3,2
11470600,신월5동,커피-음료,218626030.0,218.6,3
11470610,신월6동,한식음식점,2424581600.0,2424.6,1
11470610,신월6동,패스트푸드점,348300860.0,348.3,2
11470610,신월6동,분식전문점,215237380.0,215.2,3
11470611,신월7동,한식음식점,1954332200.0,1954.3,1
11470611,신월7동,호프-간이주점,423855230.0,423.9,2
11470611,신월7동,분식전문점,211146380.0,211.1,3
11470620,신정1동,한식음식점,6427238400.0,6427.2,1
11470620,신정1동,호프-간이주점,976152200.0,976.2,2
11470620,신정1동,커피-음료,414539200.0,414.5,3
11470630,신정2동,한식음식점,4931611000.0,4931.6,1
11470630,신정2동,제과점,628736000.0,628.7,2
11470630,신정2동,커피-음료,376549150.0,376.5,3
11470640,신정3동,한식음식점,2828882000.0,2828.9,1
11470640,신정3동,커피-음료,937559300.0,937.6,2
11470640,신정3동,제과점,694054340.0,694.1,3
11470650,신정4동,한식음식점,15495828000.0,15495.8,1
11470650,신정4동,호프-간이주점,3781212000.0,3781.2,2
11470650,신정4동,커피-음료,1340634600.0,1340.6,3
11470670,신정6동,커피-음료,407444220.0,407.4,1
11470670,신정6동,한식음식점,201489200.0,201.5,2
11470670,신정6동,분식전문점,160772690.0,160.8,3
11470680,신정7동,한식음식점,2871983600.0,2872.0,1
11470680,신정7동,제과점,988638850.0,988.6,2
11470680,신정7동,커피-음료,951809800.0,951.8,3
11500510,염창동,한식음식점,6210002000.0,6210.0,1
11500510,염창동,커피-음료,1801064300.0,1801.1,2
11500510,염창동,제과점,1074603400.0,1074.6,3
11500520,등촌1동,한식음식점,10811169000.0,10811.2,1
11500520,등촌1동,커피-음료,1619184900.0,1619.2,2
11500520,등촌1동,제과점,1396943400.0,1396.9,3
11500530,등촌2동,한식음식점,1424188500.0,1424.2,1
11500530,등촌2동,분식전문점,247223140.0,247.2,2
11500530,등촌2동,커피-음료,228616980.0,228.6,3
11500535,등촌3동,한식음식점,11133607000.0,11133.6,1
11500535,등촌3동,커피-음료,1219865700.0,1219.9,2
11500535,등촌3동,제과점,823209150.0,823.2,3
11500540,화곡1동,한식음식점,15538892000.0,15538.9,1
11500540,화곡1동,호프-간이주점,8157928400.0,8157.9,2
11500540,화곡1동,커피-음료,1604792800.0,1604.8,3
11500550,화곡2동,한식음식점,599260160.0,599.3,1
11500550,화곡2동,호프-간이주점,152559790.0,152.6,2
11500550,화곡2동,제과점,151436100.0,151.4,3
11500560,화곡3동,한식음식점,7151364000.0,7151.4,1
11500560,화곡3동,호프-간이주점,1617635300.0,1617.6,2
11500560,화곡3동,커피-음료,639512400.0,639.5,3
11500570,화곡4동,한식음식점,4791967000.0,4792.0,1
11500570,화곡4동,호프-간이주점,736366300.0,736.4,2
11500570,화곡4동,커피-음료,328138980.0,328.1,3
11500590,화곡본동,한식음식점,6138496000.0,6138.5,1
11500590,화곡본동,호프-간이주점,1497649800.0,1497.6,2
11500590,화곡본동,제과점,581916200.0,581.9,3
11500591,화곡6동,한식음식점,8924732000.0,8924.7,1
11500591,화곡6동,호프-간이주점,3452360700.0,3452.4,2
11500591,화곡6동,커피-음료,846691200.0,846.7,3
11500593,화곡8동,한식음식점,4672915500.0,4672.9,1
11500593,화곡8동,호프-간이주점,714628800.0,714.6,2
11500593,화곡8동,분식전문점,676926100.0,676.9,3
11500603,가양1동,한식음식점,38684692000.0,38684.7,1
11500603,가양1동,커피-음료,2694117000.0,2694.1,2
11500603,가양1동,호프-간이주점,2204888300.0,2204.9,3
11500604,가양2동,한식음식점,948066500.0,948.1,1
11500604,가양2동,호프-간이주점,173317940.0,173.3,2
11500604,가양2동,분식전문점,167832740.0,167.8,3
11500605,가양3동,한식음식점,1552478200.0,1552.5,1
11500605,가양3동,중식음식점,346054050.0,346.1,2
11500605,가양3동,커피-음료,239859680.0,239.9,3
11500611,발산1동,한식음식점,7221819000.0,7221.8,1
11500611,발산1동,커피-음료,2039849700.0,2039.8,2
11500611,발산1동,분식전문점,1578762000.0,1578.8,3
11500615,우장산동,한식음식점,3933953500.0,3934.0,1
11500615,우장산동,커피-음료,498123970.0,498.1,2
11500615,우장산동,제과점,387707070.0,387.7,3
11500620,공항동,한식음식점,7718808000.0,7718.8,1
11500620,공항동,호프-간이주점,1666805500.0,1666.8,2
11500620,공항동,패스트푸드점,1066977200.0,1067.0,3
11500630,방화1동,한식음식점,8446077000.0,8446.1,1
11500630,방화1동,제과점,820522300.0,820.5,2
11500630,방화1동,호프-간이주점,811289340.0,811.3,3
11500640,방화2동,한식음식점,5902557000.0,5902.6,1
11500640,방화2동,호프-간이주점,849747300.0,849.7,2
11500640,방화2동,중식음식점,411622430.0,411.6,3
11500641,방화3동,한식음식점,1905066200.0,1905.1,1
11500641,방화3동,제과점,848950300.0,849.0,2
11500641,방화3동,커피-음료,547064450.0,547.1,3
11530510,신도림동,한식음식점,6810109400.0,6810.1,1
11530510,신도림동,커피-음료,755249150.0,755.2,2
11530510,신도림동,호프-간이주점,637166140.0,637.2,3
11530520,구로1동,한식음식점,1241216500.0,1241.2,1
11530520,구로1동,호프-간이주점,181062500.0,181.1,2
11530520,구로1동,커피-음료,99511790.0,99.5,3
11530530,구로2동,한식음식점,9883472000.0,9883.5,1
11530530,구로2동,호프-간이주점,2008339700.0,2008.3,2
11530530,구로2동,중식음식점,1409573600.0,1409.6,3
11530540,구로3동,한식음식점,37882954000.0,37883.0,1
11530540,구로3동,호프-간이주점,6241731600.0,6241.7,2
11530540,구로3동,커피-음료,5832032000.0,5832.0,3
11530550,구로4동,한식음식점,8711858000.0,8711.9,1
11530550,구로4동,호프-간이주점,1979882600.0,1979.9,2
11530550,구로4동,중식음식점,1540937500.0,1540.9,3
11530560,구로5동,한식음식점,21351047000.0,21351.0,1
11530560,구로5동,호프-간이주점,5526188000.0,5526.2,2
11530560,구로5동,커피-음료,2489893400.0,2489.9,3
11530595,가리봉동,중식음식점,1096115800.0,1096.1,1
11530595,가리봉동,한식음식점,910945340.0,910.9,2
11530595,가리봉동,호프-간이주점,579374500.0,579.4,3
11530720,고척1동,한식음식점,6811278300.0,6811.3,1
11530720,고척1동,호프-간이주점,1007551740.0,1007.6,2
11530720,고척1동,커피-음료,873889700.0,873.9,3
11530730,고척2동,한식음식점,3781731000.0,3781.7,1
11530730,고척2동,분식전문점,428856400.0,428.9,2
11530730,고척2동,호프-간이주점,409938700.0,409.9,3
11530740,개봉1동,한식음식점,4884030000.0,4884.0,1
11530740,개봉1동,호프-간이주점,468209340.0,468.2,2
11530740,개봉1동,제과점,400362270.0,400.4,3
11530750,개봉2동,한식음식점,4931809000.0,4931.8,1
11530750,개봉2동,호프-간이주점,889224060.0,889.2,2
11530750,개봉2동,제과점,617338900.0,617.3,3
11530760,개봉3동,한식음식점,3802961000.0,3803.0,1
11530760,개봉3동,호프-간이주점,373628100.0,373.6,2
11530760,개봉3동,제과점,251619260.0,251.6,3
11530770,오류1동,한식음식점,4746602500.0,4746.6,1
11530770,오류1동,호프-간이주점,1090394000.0,1090.4,2
11530770,오류1동,분식전문점,691621500.0,691.6,3
11530780,오류2동,한식음식점,3505604000.0,3505.6,1
11530780,오류2동,제과점,510905340.0,510.9,2
11530780,오류2동,분식전문점,429272960.0,429.3,3
11530790,수궁동,한식음식점,2176110300.0,2176.1,1
11530790,수궁동,커피-음료,250005200.0,250.0,2
11530790,수궁동,호프-간이주점,247141570.0,247.1,3
11530800,항동,커피-음료,63857228.0,63.9,1
11530800,항동,제과점,63164812.0,63.2,2
11530800,항동,중식음식점,51933980.0,51.9,3
11545510,가산동,한식음식점,42575163000.0,42575.2,1
11545510,가산동,커피-음료,13116018000.0,13116.0,2
11545510,가산동,호프-간이주점,5935251500.0,5935.3,3
11545610,독산1동,한식음식점,10969090000.0,10969.1,1
11545610,독산1동,호프-간이주점,1685045000.0,1685.0,2
11545610,독산1동,분식전문점,1091642500.0,1091.6,3
11545620,독산2동,한식음식점,3808136200.0,3808.1,1
11545620,독산2동,호프-간이주점,470014940.0,470.0,2
11545620,독산2동,제과점,318860740.0,318.9,3
11545630,독산3동,한식음식점,6873229300.0,6873.2,1
11545630,독산3동,중식음식점,1341793400.0,1341.8,2
11545630,독산3동,호프-간이주점,1199904800.0,1199.9,3
11545640,독산4동,한식음식점,3843124200.0,3843.1,1
11545640,독산4동,호프-간이주점,1342028900.0,1342.0,2
11545640,독산4동,중식음식점,330103170.0,330.1,3
11545670,시흥1동,한식음식점,14964941000.0,14964.9,1
11545670,시흥1동,호프-간이주점,3161002500.0,3161.0,2
11545670,시흥1동,커피-음료,1389778400.0,1389.8,3
11545680,시흥2동,호프-간이주점,113649290.0,113.6,1
11545680,시흥2동,한식음식점,95128850.0,95.1,2
11545680,시흥2동,중식음식점,95068450.0,95.1,3
11545690,시흥3동,한식음식점,1998420000.0,1998.4,1
11545690,시흥3동,호프-간이주점,358446660.0,358.4,2
11545690,시흥3동,제과점,253719980.0,253.7,3
11545700,시흥4동,한식음식점,1116326400.0,1116.3,1
11545700,시흥4동,치킨전문점,110960296.0,111.0,2
11545700,시흥4동,커피-음료,108594560.0,108.6,3
11545710,시흥5동,한식음식점,3343572000.0,3343.6,1
11545710,시흥5동,호프-간이주점,416302980.0,416.3,2
11545710,시흥5동,분식전문점,303452320.0,303.5,3
11560515,영등포본동,한식음식점,5485013000.0,5485.0,1
11560515,영등포본동,패스트푸드점,2604075800.0,2604.1,2
11560515,영등포본동,중식음식점,699453800.0,699.5,3
11560535,영등포동,한식음식점,45079716000.0,45079.7,1
11560535,영등포동,호프-간이주점,6499045400.0,6499.0,2
11560535,영등포동,커피-음료,4170780700.0,4170.8,3
11560540,여의동,한식음식점,98141225000.0,98141.2,1
11560540,여의동,커피-음료,22893662000.0,22893.7,2
11560540,여의동,호프-간이주점,21032182000.0,21032.2,3
11560550,당산1동,한식음식점,18359716000.0,18359.7,1
11560550,당산1동,호프-간이주점,3978731800.0,3978.7,2
11560550,당산1동,커피-음료,2427353300.0,2427.4,3
11560560,당산2동,한식음식점,18160673000.0,18160.7,1
11560560,당산2동,커피-음료,3632099800.0,3632.1,2
11560560,당산2동,호프-간이주점,1900986400.0,1901.0,3
11560585,도림동,한식음식점,2383975400.0,2384.0,1
11560585,도림동,호프-간이주점,474737000.0,474.7,2
11560585,도림동,중식음식점,321659000.0,321.7,3
11560605,문래동,한식음식점,26213343000.0,26213.3,1
11560605,문래동,호프-간이주점,4991809000.0,4991.8,2
11560605,문래동,커피-음료,4531590000.0,4531.6,3
11560610,양평1동,한식음식점,7638316000.0,7638.3,1
11560610,양평1동,커피-음료,974530050.0,974.5,2
11560610,양평1동,호프-간이주점,766569200.0,766.6,3
11560620,양평2동,한식음식점,11564892000.0,11564.9,1
11560620,양평2동,커피-음료,2607952600.0,2608.0,2
11560620,양평2동,호프-간이주점,1424881400.0,1424.9,3
11560630,신길1동,한식음식점,5749264400.0,5749.3,1
11560630,신길1동,호프-간이주점,993461000.0,993.5,2
11560630,신길1동,중식음식점,870999230.0,871.0,3
11560650,신길3동,한식음식점,3053492700.0,3053.5,1
11560650,신길3동,중식음식점,195589000.0,195.6,2
11560650,신길3동,호프-간이주점,186759090.0,186.8,3
11560660,신길4동,한식음식점,881303300.0,881.3,1
11560660,신길4동,중식음식점,210712290.0,210.7,2
11560660,신길4동,호프-간이주점,189817020.0,189.8,3
11560670,신길5동,한식음식점,1768918900.0,1768.9,1
11560670,신길5동,호프-간이주점,250038580.0,250.0,2
11560670,신길5동,중식음식점,120937050.0,120.9,3
11560680,신길6동,한식음식점,6978804000.0,6978.8,1
11560680,신길6동,호프-간이주점,1030463900.0,1030.5,2
11560680,신길6동,커피-음료,800822660.0,800.8,3
11560690,신길7동,한식음식점,1748423800.0,1748.4,1
11560690,신길7동,호프-간이주점,471606200.0,471.6,2
11560690,신길7동,패스트푸드점,335345060.0,335.3,3
11560700,대림1동,한식음식점,4013962500.0,4014.0,1
11560700,대림1동,제과점,876726200.0,876.7,2
11560700,대림1동,중식음식점,763168640.0,763.2,3
11560710,대림2동,중식음식점,8489474600.0,8489.5,1
11560710,대림2동,한식음식점,1640112900.0,1640.1,2
11560710,대림2동,호프-간이주점,1358185100.0,1358.2,3
11560720,대림3동,한식음식점,5921196000.0,5921.2,1
11560720,대림3동,중식음식점,5890512000.0,5890.5,2
11560720,대림3동,호프-간이주점,1735989200.0,1736.0,3
11590510,노량진1동,한식음식점,9029383000.0,9029.4,1
11590510,노량진1동,커피-음료,1750966800.0,1751.0,2
11590510,노량진1동,호프-간이주점,1711205100.0,1711.2,3
11590520,노량진2동,한식음식점,18462290000.0,18462.3,1
11590520,노량진2동,호프-간이주점,1057836300.0,1057.8,2
11590520,노량진2동,커피-음료,573032200.0,573.0,3
11590530,상도1동,한식음식점,9823257000.0,9823.3,1
11590530,상도1동,커피-음료,2219788000.0,2219.8,2
11590530,상도1동,호프-간이주점,1461305900.0,1461.3,3
11590540,상도2동,한식음식점,3862893000.0,3862.9,1
11590540,상도2동,호프-간이주점,614709250.0,614.7,2
11590540,상도2동,분식전문점,600165000.0,600.2,3
11590550,상도3동,한식음식점,4331387000.0,4331.4,1
11590550,상도3동,제과점,992143000.0,992.1,2
11590550,상도3동,호프-간이주점,942513300.0,942.5,3
11590560,상도4동,한식음식점,3096187600.0,3096.2,1
11590560,상도4동,호프-간이주점,334061900.0,334.1,2
11590560,상도4동,일식음식점,300525120.0,300.5,3
11590605,흑석동,한식음식점,8642742000.0,8642.7,1
11590605,흑석동,호프-간이주점,1872232000.0,1872.2,2
11590605,흑석동,커피-음료,1676517400.0,1676.5,3
11590620,사당1동,한식음식점,22029095000.0,22029.1,1
11590620,사당1동,호프-간이주점,6003405000.0,6003.4,2
11590620,사당1동,커피-음료,1965689500.0,1965.7,3
11590630,사당2동,한식음식점,18151530000.0,18151.5,1
11590630,사당2동,호프-간이주점,4289253400.0,4289.3,2
11590630,사당2동,제과점,2021510100.0,2021.5,3
11590640,사당3동,한식음식점,3180627700.0,3180.6,1
11590640,사당3동,호프-간이주점,307687070.0,307.7,2
11590640,사당3동,커피-음료,294172160.0,294.2,3
11590650,사당4동,한식음식점,1211169400.0,1211.2,1
11590650,사당4동,제과점,266464370.0,266.5,2
11590650,사당4동,분식전문점,223485120.0,223.5,3
11590651,사당5동,한식음식점,1098967000.0,1099.0,1
11590651,사당5동,중식음식점,319480480.0,319.5,2
11590651,사당5동,호프-간이주점,269421860.0,269.4,3
11590660,대방동,한식음식점,7162831000.0,7162.8,1
11590660,대방동,패스트푸드점,2793962500.0,2794.0,2
11590660,대방동,커피-음료,1020531500.0,1020.5,3
11590670,신대방1동,한식음식점,3191012400.0,3191.0,1
11590670,신대방1동,호프-간이주점,499633120.0,499.6,2
11590670,신대방1동,커피-음료,361995330.0,362.0,3
11590680,신대방2동,한식음식점,10195748000.0,10195.7,1
11590680,신대방2동,커피-음료,2274722800.0,2274.7,2
11590680,신대방2동,호프-간이주점,1229107300.0,1229.1,3
11620525,보라매동,한식음식점,6157210600.0,6157.2,1
11620525,보라매동,호프-간이주점,831282940.0,831.3,2
11620525,보라매동,커피-음료,735987200.0,736.0,3
11620545,청림동,한식음식점,308220400.0,308.2,1
11620545,청림동,호프-간이주점,270544450.0,270.5,2
11620545,청림동,중식음식점,99828700.0,99.8,3
11620565,성현동,한식음식점,440497660.0,440.5,1
11620565,성현동,분식전문점,124894104.0,124.9,2
11620565,성현동,호프-간이주점,81645510.0,81.6,3
11620575,행운동,한식음식점,7228130300.0,7228.1,1
11620575,행운동,호프-간이주점,1175985300.0,1176.0,2
11620575,행운동,커피-음료,810519200.0,810.5,3
11620585,낙성대동,한식음식점,15775317000.0,15775.3,1
11620585,낙성대동,호프-간이주점,3751213800.0,3751.2,2
11620585,낙성대동,양식음식점,2519180800.0,2519.2,3
11620595,청룡동,한식음식점,10269072000.0,10269.1,1
11620595,청룡동,호프-간이주점,2054323700.0,2054.3,2
