fetched_at,place_name,AREA_NM,AREA_CD,_key_used,STAT_NM,STAT_ID,STAT_ADDR,STAT_X,STAT_Y,STAT_USETIME,STAT_PARKPAY,STAT_LIMITYN,STAT_LIMITDETAIL,STAT_KINDDETAIL
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,경복궁주차장,CV002874,서울특별시 종로구 사직로 161,126.97872741,37.577568439,06:00 ~ 23:00,N,N,,관광지
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울도시기반시설본부,CV000259,서울특별시 중구 청계천로 8,126.978292,37.5688401,07:00~19:00,N,N,,공공기관
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울신문사 급속충전소,EP210068,서울특별시 중구 세종대로 124,126.9778737,37.5674199,24시간 이용가능,Y,N,시설 상황에 따라 이용이 제한될 수 있음,사업장(사옥)
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울종로 세종로공영주차장1,EV003446,서울특별시 종로구 세종대로 지하189,126.9759148,37.5733741,24시간 이용가능,N,N,,공영주차장
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,워터 서울 광화문,BE111108,서울특별시 종로구 종로1길 50,126.978913,37.574641,24시간 이용가능,N,N,,기타
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,종로 동아일보미디어센터,EP240036,서울특별시 종로구 청계천로 1,126.9780203,37.5695464,24시간 이용가능,Y,N,시설 상황에 따라 이용이 제한될 수 있음,기타
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한국무역보험공사 종로,BNAB0301,서울특별시 종로구 종로 14,126.978871,37.569774,19:00~22:00,N,N,시설 상황에 따라 이용이 제한될 수 있음,기타
2026-05-25T00:33:07.112731+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한국프레스센터,EC110009,서울특별시 중구 세종대로 124,126.9778737,37.5674199,24시간 이용가능,Y,N,,공공기관
2026-05-25T00:33:07.112731+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,서울시 종묘공영주차장(급속),EV003444,서울특별시 종로구 종로 157,126.9948635,37.5731335,24시간 이용가능,N,N,,공영주차장
2026-05-25T00:33:07.112731+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,서울종로 인의빌딩,EV008451,서울특별시 종로구 창경궁로 112-7,126.9980775,37.5725688,24시간 이용가능,Y,N,외부인 출입불가,아파트
2026-05-25T00:33:07.112731+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,서울하나손해보험빌딩,AM900049,서울특별시 종로구 창경궁로 117,126.9970973,37.57280393,24시간 이용가능,N,N,,일반주차장
2026-05-25T00:33:07.112731+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,종묘공영주차장,CV001050,서울특별시 종로구 종로 157,126.995828,37.5709841,24시간 이용가능,N,N,,공영주차장
2026-05-25T00:33:07.112731+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,서울강남 코엑스라이브플라자B3,EV004352,서울특별시 강남구 영동대로 513,127.059159,37.5118239,24시간 이용가능,Y,N,외부인 사용불가,사업장(사옥)
2026-05-25T00:33:07.112731+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,서울강남 코엑스옥상 1,EV004262,서울특별시 강남구 영동대로 513,127.059159,37.5118239,24시간 이용가능,Y,N,외부인 사용불가,사업장(사옥)
2026-05-25T00:33:07.112731+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,서울시 동대문공영주차장(급속),EV003445,서울특별시 중구 마장로 22,127.01211146,37.567265557,24시간 이용가능,N,N,,공영주차장
2026-05-25T00:33:07.112731+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,중구 중구구민회관 부설주차장,BNBN0270,"서울특별시 중구 을지로39길 40 (을지로6가, 구민회관)",127.0060501,37.5684795,0000~0000,N,N,시설 상황에 따라 이용이 제한될 수 있음,사업장(사옥)
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,삼익패션타운,EC004819,서울특별시 중구 남대문시장8길 7,126.9788327,37.5601443,24시간 이용가능,Y,N,,사업장(사옥)
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,서울도시기반시설본부,CV000259,서울특별시 중구 청계천로 8,126.978292,37.5688401,07:00~19:00,N,N,,공공기관
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,서울신문사 급속충전소,EP210068,서울특별시 중구 세종대로 124,126.9778737,37.5674199,24시간 이용가능,Y,N,시설 상황에 따라 이용이 제한될 수 있음,사업장(사옥)
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,서울중앙우체국청사,EC004965,서울특별시 중구 소공로 70,126.982169,37.5615987,24시간 이용가능,Y,N,,공공기관
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,페럼타워,CV003940,서울특별시 중구 을지로5길 19,126.984149,37.566935,05:00 ~ 24:00,N,N,,사업장(사옥)
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,포르쉐 HPC 데스티네이션 서울 웨스틴 조선 호텔 지상1층,CV000888,서울특별시 중구 소공로 106,126.980205,37.564463,09:00~18:00,Y,N,,숙박시설
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,포르쉐 HPC 데스티네이션 서울 웨스틴 조선 호텔 지하4층,CV002057,서울특별시 중구 소공로 106,126.980135,37.5648873,09:00~18:00,Y,N,,서비스센터
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,하나은행 명동사옥 (급속),EP210350,서울특별시 중구 을지로 66,126.9850107,37.5651546,24시간 이용가능,N,N,시설 상황에 따라 이용이 제한될 수 있음,금융기관
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,하나은행 을지로본점 급속충전소,EP230196,"서울 중구 을지로 35 (을지로1가, (주)하나은행 본점)",126.9818658,37.5664918,24시간 이용가능,N,N,시설 상황에 따라 이용이 제한될 수 있음,금융기관
2026-05-25T00:33:07.112731+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한국프레스센터,EC110009,서울특별시 중구 세종대로 124,126.9778737,37.5674199,24시간 이용가능,Y,N,,공공기관
2026-05-25T00:33:07.112731+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,서울송파 신동아로쟌뷰,EV005690,서울특별시 송파구 석촌호수로 188,127.0980153,37.50623,24시간 이용가능,N,N,"외부인 사용불가, 주차비유료",아파트
2026-05-25T00:33:07.112731+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,서울송파 한성백제박물관(급속),EV008986,서울특별시 송파구 위례성대로 71,127.1208007,37.5154287,09:00~22:00만 이용가능,N,N,09:00~22:00만 이용가능,박물관
2026-05-25T00:33:07.112731+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,서울송파 한성백제박물관(완속),EV008987,서울특별시 송파구 위례성대로 71,127.1199196,37.5155051,09:00~22:00만 이용가능,N,N,09:00~22:00만 이용가능,박물관
2026-05-25T00:33:07.112731+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,서울시 잠실역공영주차장(급속),EV003440,서울특별시 송파구 올림픽로 지하 265,127.1018579,37.5138593,24시간 이용가능,N,N,,공영주차장
2026-05-25T00:33:07.112731+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,서울올림픽공원 남2문주차장,ME19X403,서울특별시 송파구 올림픽로,127.123837,37.514973,24시간 이용가능,Y,N,,공원
2026-05-25T00:33:07.112731+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,석촌호수효성해링턴타워,DL000014,서울특별시 송파구 석촌호수로 210,127.1003,37.50656,24시간 이용가능,N,N,,오피스텔
