fetched_at,place_name,AREA_NM,AREA_CD,_key_used,STAT_NM,STAT_ID,STAT_ADDR,STAT_X,STAT_Y,STAT_USETIME,STAT_PARKPAY,STAT_LIMITYN,STAT_LIMITDETAIL,STAT_KINDDETAIL
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,경복궁주차장,CV002874,서울특별시 종로구 사직로 161,126.97872741,37.577568439,06:00 ~ 23:00,N,N,,관광지
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울도시기반시설본부,CV000259,서울특별시 중구 청계천로 8,126.978292,37.5688401,07:00~19:00,N,N,,공공기관
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울신문사 급속충전소,EP210068,서울특별시 중구 세종대로 124,126.9778737,37.5674199,24시간 이용가능,Y,N,시설 상황에 따라 이용이 제한될 수 있음,사업장(사옥)
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울종로 세종로공영주차장1,EV003446,서울특별시 종로구 세종대로 지하189,126.9759148,37.5733741,24시간 이용가능,N,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울종로 세종로공영주차장2,EV011538,서울특별시 종로구 세종대로 지하189,126.9759604,37.5734304,24시간 이용가능,Y,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울종로 세종로공영주차장3,EV011521,서울특별시 종로구 세종대로 지하189,126.9763862,37.5738605,24시간 이용가능,Y,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울종로 세종로공영주차장4,EV011522,서울특별시 종로구 세종대로 지하189,126.976307,37.5737276,24시간 이용가능,Y,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울종로 세종로공영주차장5,EV011523,서울특별시 종로구 세종대로 지하189,126.9763099,37.5734911,24시간 이용가능,Y,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,서울종로 세종로공영주차장6,EV011524,서울특별시 종로구 세종대로 지하189,126.9762505,37.5733447,24시간 이용가능,Y,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,워터 서울 광화문,BE111108,서울특별시 종로구 종로1길 50,126.978913,37.574641,24시간 이용가능,N,N,,기타
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,종로 동아일보미디어센터,EP240036,서울특별시 종로구 청계천로 1,126.9780203,37.5695464,24시간 이용가능,Y,N,시설 상황에 따라 이용이 제한될 수 있음,기타
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한국무역보험공사 종로,BNAB0301,서울특별시 종로구 종로 14,126.978871,37.569774,19:00~22:00,N,N,시설 상황에 따라 이용이 제한될 수 있음,기타
2026-06-26T01:57:24.205462+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한국프레스센터,EC110009,서울특별시 중구 세종대로 124,126.9778737,37.5674199,24시간 이용가능,Y,N,,공공기관
2026-06-26T01:57:24.205462+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,서울시 종묘공영주차장(급속),EV003444,서울특별시 종로구 종로 157,126.9948635,37.5731335,24시간 이용가능,N,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,서울종로 인의빌딩,EV008451,서울특별시 종로구 창경궁로 112-7,126.9980775,37.5725688,24시간 이용가능,Y,N,외부인 출입불가,아파트
2026-06-26T01:57:24.205462+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,서울하나손해보험빌딩,AM900049,서울특별시 종로구 창경궁로 117,126.9970973,37.57280393,24시간 이용가능,N,N,,일반주차장
2026-06-26T01:57:24.205462+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,종묘공영주차장,CV001050,서울특별시 종로구 종로 157,126.995828,37.5709841,24시간 이용가능,N,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,서울시 동대문공영주차장(급속),EV003445,서울특별시 중구 마장로 22,127.01211146,37.567265557,24시간 이용가능,N,N,,공영주차장
2026-06-26T01:57:24.205462+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,중구 중구구민회관 부설주차장,BNBN0270,"서울특별시 중구 을지로39길 40 (을지로6가, 구민회관)",127.0060501,37.5684795,0000~0000,N,N,시설 상황에 따라 이용이 제한될 수 있음,사업장(사옥)
2026-06-26T01:57:24.205462+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,SK텔레콤 T-타워B3,EV003214,서울특별시 중구 을지로 65,126.98546919,37.566627019,24시간 이용가능/소유주제한에따름,N,N,외부인 사용불가,사업장(사옥)
2026-06-26T01:57:24.205462+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,SK텔레콤 T-타워B4,EV003215,서울특별시 중구 을지로 65,126.98544659,37.566473847,24시간 이용가능/소유주제한에따름,N,N,외부인 사용불가,사업장(사옥)
2026-06-26T01:57:24.205462+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,SK텔레콤 T-타워B5,EV003216,서울특별시 중구 을지로 65,126.98543530,37.566325181,24시간 이용가능/소유주제한에따름,N,N,외부인 사용불가,사업장(사옥)
2026-06-26T01:57:24.205462+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,SK텔레콤 T-타워B5,EV003216,서울특별시 중구 을지로 65,126.98543530,37.566325181,24시간 이용가능/소유주제한에따름,N,Y,외부인 사용불가,사업장(사옥)
