fetched_at,place_name,AREA_NM,AREA_CD,_key_used,STAT_NM,STAT_ID,STAT_ADDR,STAT_X,STAT_Y,STAT_USETIME,STAT_PARKPAY,STAT_LIMITYN,STAT_LIMITDETAIL,STAT_KINDDETAIL
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,한국무역보험공사 종로,BNAB0301,서울특별시 종로구 종로 14,126.978871,37.569774,19:00~22:00,N,N,시설 상황에 따라 이용이 제한될 수 있음,기타
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,NIA빌딩,HM110247,서울특별시 중구 청계천로 14,126.9788175,37.5687892,24시간 이용가능,Y,N,,기타
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,NIA빌딩,HM110247,서울특별시 중구 청계천로 14,126.9788175,37.5687892,24시간 이용가능,Y,N,,기타
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,_광화문 D타워,HM000001,서울특별시 종로구 종로3길 17,126.9790641,37.5713112,24시간 이용가능,N,N,,사업장(사옥)
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,_광화문 D타워_급속충전소,HM000004,서울특별시 종로구 종로3길 17,126.9789963,37.5707616,24시간 이용가능,N,N,,사업장(사옥)
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,_광화문 D타워_급속충전소,HM000004,서울특별시 종로구 종로3길 17,126.9789963,37.5707616,24시간 이용가능,N,N,,마트(쇼핑몰)
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,_코리아나호텔,HM001692,서울특별시 중구 세종대로 135,126.9762472,37.5678136,24시간 이용가능,N,N,,숙박시설
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,경복궁주차장,CV002874,서울특별시 종로구 사직로 161,126.97872741,37.577568439,06:00 ~ 23:00,N,N,,관광지
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,광화문빌딩,PIH01139,서울특별시 종로구 세종대로 149,126.9761402,37.5695711,24시간 이용가능,Y,N,,기타
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,광화문오피시아빌딩,PIH00815,서울특별시 종로구 새문안로 92,126.974908,37.5696996,24시간 이용가능,Y,Y,해당 시설 정책에 따라 이용이 불가할 수 있습니다.,기타
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,교보생명 본사사옥,TDA00028,서울특별시 종로구 종로 1,126.977928,37.570957,06:00 ~ 24:00,N,N,,기타
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,극동빌딩(중구),PC001142,서울특별시 중구 남대문로5길 37,126.9786152,37.5629210,24시간 이용가능,N,N,,기타
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,기업은행 무교지점 앞 가로등형 충전소,SE000041,서울특별시 중구 무교로 20,126.9793312,37.5676442,24시간 이용가능,Y,N,,일반주차장
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서소문청사(지상),SE000079,서울특별시 중구 덕수궁길 15,126.9748528,37.563965,평일 09:00~18:00,N,Y,관공서 차량 충전용,관공서
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서소문청사(지하주차장),SE000012,서울특별시 중구 덕수궁길 15,126.9753987,37.5647468,평일 09:00~18:00 주말 공휴일 무료,N,N,,관공서
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울강서 가로공원지하주차장,KE001250,서울특별시 강서구 가로공원로 지하189,126.9783882,37.5666103,24시간 이용가능,N,N,,공영주차장
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울도시기반시설본부,CV000259,서울특별시 중구 청계천로 8,126.978292,37.5688401,07:00~19:00,N,N,,공공기관
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울시 본관청사,SE000014,서울특별시 중구 세종대로 110,126.9778292,37.5663174,"주중 08:00~19:00, 주말 09:00~18:00",N,N,,관공서
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울시 종로구 트윈트리타워,PI200814,서울특별시 종로구 율곡로 6,126.97977583,37.575453862,24시간 이용가능,Y,N,,사업장(사옥)
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울시청,KP000207,"서울특별시 중구 세종대로 110 (태평로1가, 서울시청)",126.9778283816,37.5663176911,주중/주말 : 05시~23시,Y,N,,지자체시설
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울신문사 급속충전소,EP210068,서울특별시 중구 세종대로 124,126.9778737,37.5674199,24시간 이용가능,Y,N,시설 상황에 따라 이용이 제한될 수 있음,사업장(사옥)
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울종로 세종로공영주차장1,EV003446,서울특별시 종로구 세종대로 지하189,126.9759148,37.5733741,24시간 이용가능,N,N,,공영주차장
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울종로 세종로공영주차장2,EV011538,서울특별시 종로구 세종대로 지하189,126.9759604,37.5734304,24시간 이용가능,Y,N,,공영주차장
2026-05-10T23:42:58.218574+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_1,서울종로 세종로공영주차장3,EV011521,서울특별시 종로구 세종대로 지하189,126.9763862,37.5738605,24시간 이용가능,Y,N,,공영주차장
