fetched_at,place_name,AREA_NM,AREA_CD,_key_used,BUS_STN_STTS__BUS_RESULT_MSG,BUS_STN_STTS__BUS_STN_ID,BUS_STN_STTS__BUS_ARS_ID,BUS_STN_STTS__BUS_STN_NM,BUS_STN_STTS__BUS_STN_X,BUS_STN_STTS__BUS_STN_Y
2026-06-11T00:18:36.765323+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,정상 호출되었습니다.,104000300,5900,뚝섬유원지,127.0668303967,37.5311823597
2026-06-11T00:18:36.765323+09:00,안양천,안양천,POI125,KEY_4,정상 호출되었습니다.,114000074,15177,현대아파트정문,126.8782362614,37.5207879158
2026-06-11T00:18:36.765323+09:00,신도림역,신도림역,POI038,KEY_3,정상 호출되었습니다.,116000002,17002,신도림역,126.8884638807,37.509108047
2026-06-11T02:18:23.506764+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,정상 호출되었습니다.,104000300,5900,뚝섬유원지,127.0668303967,37.5311823597
2026-06-11T02:18:23.506764+09:00,안양천,안양천,POI125,KEY_4,정상 호출되었습니다.,114000074,15177,현대아파트정문,126.8782362614,37.5207879158
2026-06-11T02:18:23.506764+09:00,신도림역,신도림역,POI038,KEY_3,정상 호출되었습니다.,116000002,17002,신도림역,126.8884638807,37.509108047
2026-06-11T04:08:41.429347+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,정상 호출되었습니다.,104000300,5900,뚝섬유원지,127.0668303967,37.5311823597
2026-06-11T04:08:41.429347+09:00,안양천,안양천,POI125,KEY_4,정상 호출되었습니다.,114000074,15177,현대아파트정문,126.8782362614,37.5207879158
2026-06-11T04:08:41.429347+09:00,신도림역,신도림역,POI038,KEY_3,정상 호출되었습니다.,116000002,17002,신도림역,126.8884638807,37.509108047
2026-06-11T06:03:39.995166+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,정상 호출되었습니다.,104000300,5900,뚝섬유원지,127.0668303967,37.5311823597
2026-06-11T06:03:39.995166+09:00,안양천,안양천,POI125,KEY_4,정상 호출되었습니다.,114000074,15177,현대아파트정문,126.8782362614,37.5207879158
2026-06-11T06:03:39.995166+09:00,신도림역,신도림역,POI038,KEY_3,정상 호출되었습니다.,116000002,17002,신도림역,126.8884638807,37.509108047
2026-06-11T06:48:24.547017+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,정상 호출되었습니다.,104000300,5900,뚝섬유원지,127.0668303967,37.5311823597
2026-06-11T06:48:24.547017+09:00,안양천,안양천,POI125,KEY_4,정상 호출되었습니다.,114000074,15177,현대아파트정문,126.8782362614,37.5207879158
2026-06-11T06:48:24.547017+09:00,신도림역,신도림역,POI038,KEY_3,정상 호출되었습니다.,116000002,17002,신도림역,126.8884638807,37.509108047
2026-06-11T07:44:41.291076+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,정상 호출되었습니다.,104000300,5900,뚝섬유원지,127.0668303967,37.5311823597
2026-06-11T07:44:41.291076+09:00,안양천,안양천,POI125,KEY_4,정상 호출되었습니다.,114000074,15177,현대아파트정문,126.8782362614,37.5207879158
2026-06-11T07:44:41.291076+09:00,신도림역,신도림역,POI038,KEY_3,정상 호출되었습니다.,116000002,17002,신도림역,126.8884638807,37.509108047
2026-06-11T08:40:12.878851+09:00,뚝섬한강공원,뚝섬한강공원,POI093,KEY_1,정상 호출되었습니다.,104000300,5900,뚝섬유원지,127.0668303967,37.5311823597
2026-06-11T08:40:12.878851+09:00,안양천,안양천,POI125,KEY_4,정상 호출되었습니다.,114000074,15177,현대아파트정문,126.8782362614,37.5207879158
2026-06-11T08:40:12.878851+09:00,신도림역,신도림역,POI038,KEY_3,정상 호출되었습니다.,116000002,17002,신도림역,126.8884638807,37.509108047
