fetched_at,place_name,AREA_NM,AREA_CD,_key_used,WEATHER_STTS__WEATHER_TIME,WEATHER_STTS__TEMP,WEATHER_STTS__MAX_TEMP,WEATHER_STTS__MIN_TEMP,WEATHER_STTS__HUMIDITY,WEATHER_STTS__WIND_DIRCT,WEATHER_STTS__WIND_SPD,WEATHER_STTS__PRECIPITATION,WEATHER_STTS__PRECPT_TYPE,WEATHER_STTS__PCP_MSG,WEATHER_STTS__SUNRISE,WEATHER_STTS__SUNSET,WEATHER_STTS__UV_INDEX_LVL,WEATHER_STTS__UV_INDEX,WEATHER_STTS__UV_MSG,WEATHER_STTS__PM25_INDEX,WEATHER_STTS__PM25,WEATHER_STTS__PM10_INDEX,WEATHER_STTS__PM10,WEATHER_STTS__AIR_IDX,WEATHER_STTS__AIR_IDX_MVL,WEATHER_STTS__AIR_IDX_MAIN,WEATHER_STTS__AIR_MSG,WEATHER_STTS__NEWS_LIST,WEATHER_STTS__FCST24HOURS
2026-08-14T00:09:18.765771+09:00,경복궁,경복궁,POI008,KEY_1,2026-08-14 00:00,26.0,33.0,24.0,65,NNE,2.3,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,5,좋음,11,좋음,34.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-08-14 00:00,26.0,33.0,24.0,65,NNE,2.3,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,5,좋음,11,좋음,34.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,보신각,보신각,POI010,KEY_3,2026-08-14 00:00,26.0,33.0,24.0,65,NNE,2.3,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,5,좋음,11,좋음,34.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,2026-08-14 00:00,25.8,33.0,24.0,68,NNE,1.2,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,4,좋음,15,좋음,29.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,2026-08-14 00:00,26.0,33.0,24.0,65,NNE,2.3,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,5,좋음,11,좋음,34.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,2026-08-14 00:00,25.8,33.0,24.0,71,E,1.0,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,5,좋음,18,좋음,30.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,2026-08-14 00:00,26.0,33.0,24.0,65,NNE,2.3,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,5,좋음,11,좋음,34.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-08-14 00:00,26.0,33.0,24.0,65,NNE,2.3,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,5,좋음,10,좋음,26.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-08-14 00:00,26.7,33.0,24.0,63,NNE,0.6,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,14,좋음,29,좋음,33.0,,대기질에 이상이 없어요.,,
2026-08-14T00:09:18.765771+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,2026-08-14 00:00,27.0,33.0,25.0,65,NE,1.1,-,없음,비 또는 눈 소식이 없어요.,05:43,19:31,낮음,1,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,11,좋음,17,좋음,30.0,,대기질에 이상이 없어요.,,
