fetched_at,place_name,AREA_NM,AREA_CD,_key_used,WEATHER_STTS__WEATHER_TIME,WEATHER_STTS__TEMP,WEATHER_STTS__MAX_TEMP,WEATHER_STTS__MIN_TEMP,WEATHER_STTS__HUMIDITY,WEATHER_STTS__WIND_DIRCT,WEATHER_STTS__WIND_SPD,WEATHER_STTS__PRECIPITATION,WEATHER_STTS__PRECPT_TYPE,WEATHER_STTS__PCP_MSG,WEATHER_STTS__SUNRISE,WEATHER_STTS__SUNSET,WEATHER_STTS__UV_INDEX_LVL,WEATHER_STTS__UV_INDEX,WEATHER_STTS__UV_MSG,WEATHER_STTS__PM25_INDEX,WEATHER_STTS__PM25,WEATHER_STTS__PM10_INDEX,WEATHER_STTS__PM10,WEATHER_STTS__AIR_IDX,WEATHER_STTS__AIR_IDX_MVL,WEATHER_STTS__AIR_IDX_MAIN,WEATHER_STTS__AIR_MSG,WEATHER_STTS__NEWS_LIST,WEATHER_STTS__FCST24HOURS
2026-05-31T00:35:03.594339+09:00,경복궁,경복궁,POI008,KEY_1,2026-05-31 00:30,20.7,30.0,17.0,62,E,1.1,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,39,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-31 00:30,20.7,30.0,17.0,62,E,1.1,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,39,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,보신각,보신각,POI010,KEY_3,2026-05-31 00:30,20.7,30.0,17.0,62,E,1.1,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,39,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,2026-05-31 00:30,22.2,31.0,16.0,56,SE,1.7,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,25,보통,45,나쁨,110.0,,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",,
2026-05-31T00:35:03.594339+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,2026-05-31 00:30,20.7,30.0,17.0,62,E,1.1,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,39,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,2026-05-31 00:30,19.4,30.0,17.0,67,E,1.2,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,39,보통,95.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,2026-05-31 00:30,20.7,30.0,17.0,62,E,1.1,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,39,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-31 00:30,20.7,30.0,17.0,62,E,1.1,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,25,보통,37,보통,91.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-05-31 00:30,21.2,30.0,18.0,62,ESE,2.4,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,45,보통,88.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-31T00:35:03.594339+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,2026-05-31 00:30,22.6,31.0,18.0,55,E,0.6,-,없음,비 또는 눈 소식이 없어요.,05:13,19:46,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,25,보통,40,보통,90.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
