fetched_at,place_name,AREA_NM,AREA_CD,_key_used,WEATHER_STTS__WEATHER_TIME,WEATHER_STTS__TEMP,WEATHER_STTS__MAX_TEMP,WEATHER_STTS__MIN_TEMP,WEATHER_STTS__HUMIDITY,WEATHER_STTS__WIND_DIRCT,WEATHER_STTS__WIND_SPD,WEATHER_STTS__PRECIPITATION,WEATHER_STTS__PRECPT_TYPE,WEATHER_STTS__PCP_MSG,WEATHER_STTS__SUNRISE,WEATHER_STTS__SUNSET,WEATHER_STTS__UV_INDEX_LVL,WEATHER_STTS__UV_INDEX,WEATHER_STTS__UV_MSG,WEATHER_STTS__PM25_INDEX,WEATHER_STTS__PM25,WEATHER_STTS__PM10_INDEX,WEATHER_STTS__PM10,WEATHER_STTS__AIR_IDX,WEATHER_STTS__AIR_IDX_MVL,WEATHER_STTS__AIR_IDX_MAIN,WEATHER_STTS__AIR_MSG,WEATHER_STTS__NEWS_LIST
2026-06-22T10:28:11.626611+09:00,경복궁,경복궁,POI008,KEY_1,2026-06-22 10:20,25.0,28.0,19.0,66,NNE,2.0,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,9,좋음,18,좋음,39.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-22 10:20,25.0,28.0,19.0,66,NNE,2.0,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,9,좋음,18,좋음,39.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,보신각,보신각,POI010,KEY_3,2026-06-22 10:20,25.0,28.0,19.0,66,NNE,2.0,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,9,좋음,18,좋음,39.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,2026-06-22 10:20,24.8,28.0,19.0,64,NE,1.2,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,8,좋음,17,점검중,점검중,,원본 시스템 서비스 점검중입니다.,
2026-06-22T10:28:11.626611+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,2026-06-22 10:20,25.0,28.0,19.0,66,NNE,2.0,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,9,좋음,18,좋음,39.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,2026-06-22 10:20,25.2,28.0,19.0,65,E,1.4,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,6,좋음,16,좋음,28.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,2026-06-22 10:20,25.0,28.0,19.0,66,NNE,2.0,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,9,좋음,18,좋음,39.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-22 10:20,25.0,28.0,19.0,66,NNE,2.0,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,5,좋음,12,좋음,30.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-06-22 10:20,24.8,28.0,19.0,59,NE,2.2,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,12,좋음,29,좋음,37.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,2026-06-22 10:20,25.1,28.0,20.0,65,NNE,0.7,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,8,좋음,25,좋음,34.0,,대기질에 이상이 없어요.,
2026-06-22T10:28:11.626611+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,2026-06-22 10:20,25.0,28.0,19.0,66,NNE,2.0,-,없음,비 또는 눈 소식이 없어요.,05:11,19:56,5,보통,2-3시간 햇볕에 노출 시 피부 화상을 입을 수 있어요.외출시 모자나 선글라스를 착용해주세요.자외선 차단제를 발라주세요.,좋음,9,좋음,18,좋음,39.0,,대기질에 이상이 없어요.,
