fetched_at,place_name,AREA_NM,AREA_CD,_key_used,WEATHER_STTS__WEATHER_TIME,WEATHER_STTS__TEMP,WEATHER_STTS__MAX_TEMP,WEATHER_STTS__MIN_TEMP,WEATHER_STTS__HUMIDITY,WEATHER_STTS__WIND_DIRCT,WEATHER_STTS__WIND_SPD,WEATHER_STTS__PRECIPITATION,WEATHER_STTS__PRECPT_TYPE,WEATHER_STTS__PCP_MSG,WEATHER_STTS__SUNRISE,WEATHER_STTS__SUNSET,WEATHER_STTS__UV_INDEX_LVL,WEATHER_STTS__UV_INDEX,WEATHER_STTS__UV_MSG,WEATHER_STTS__PM25_INDEX,WEATHER_STTS__PM25,WEATHER_STTS__PM10_INDEX,WEATHER_STTS__PM10,WEATHER_STTS__AIR_IDX,WEATHER_STTS__AIR_IDX_MVL,WEATHER_STTS__AIR_IDX_MAIN,WEATHER_STTS__AIR_MSG,WEATHER_STTS__NEWS_LIST,WEATHER_STTS__FCST24HOURS
2026-06-04T00:47:20.524109+09:00,경복궁,경복궁,POI008,KEY_1,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,23,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,23,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,보신각,보신각,POI010,KEY_3,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,23,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,2026-06-04 00:40,24.2,28.0,20.0,66,N,1.1,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,36,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,23,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,2026-06-04 00:40,23.9,28.0,21.0,65,S,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,보통,35,보통,77.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,23,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,27,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-06-04 00:40,23.5,27.0,21.0,67,ESE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,23,보통,39,보통,77.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,2026-06-04 00:40,25.3,28.0,22.0,62,SE,1.0,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,38,보통,85.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,23,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,2026-06-04 00:40,24.0,27.0,21.0,73,SE,1.1,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,19,보통,34,보통,64.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,강서한강공원,강서한강공원,POI085,KEY_1,2026-06-04 00:40,22.9,28.0,20.0,77,NE,0.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,34,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,고척돔,고척돔,POI086,KEY_2,2026-06-04 00:40,24.7,27.0,21.0,61,N,2.0,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,28,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,2026-06-04 00:40,25.3,28.0,22.0,62,SE,1.0,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,36,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,광화문광장,광화문광장,POI088,KEY_4,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,23,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,국립중앙박물관·용산가족공원,국립중앙박물관·용산가족공원,POI089,KEY_1,2026-06-04 00:40,23.5,27.0,21.0,67,ESE,1.5,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,23,보통,39,보통,77.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,난지한강공원,난지한강공원,POI090,KEY_2,2026-06-04 00:40,22.9,27.0,20.0,77,NE,0.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,34,보통,79.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-06-04T00:47:20.524109+09:00,남산공원,남산공원,POI091,KEY_3,2026-06-04 00:40,23.2,27.0,21.0,65,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,05:12,19:49,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,21,좋음,27,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
