fetched_at,place_name,AREA_NM,AREA_CD,_key_used,WEATHER_STTS__WEATHER_TIME,WEATHER_STTS__TEMP,WEATHER_STTS__MAX_TEMP,WEATHER_STTS__MIN_TEMP,WEATHER_STTS__HUMIDITY,WEATHER_STTS__WIND_DIRCT,WEATHER_STTS__WIND_SPD,WEATHER_STTS__PRECIPITATION,WEATHER_STTS__PRECPT_TYPE,WEATHER_STTS__PCP_MSG,WEATHER_STTS__SUNRISE,WEATHER_STTS__SUNSET,WEATHER_STTS__UV_INDEX_LVL,WEATHER_STTS__UV_INDEX,WEATHER_STTS__UV_MSG,WEATHER_STTS__PM25_INDEX,WEATHER_STTS__PM25,WEATHER_STTS__PM10_INDEX,WEATHER_STTS__PM10,WEATHER_STTS__AIR_IDX,WEATHER_STTS__AIR_IDX_MVL,WEATHER_STTS__AIR_IDX_MAIN,WEATHER_STTS__AIR_MSG,WEATHER_STTS__NEWS_LIST
2026-06-19T00:17:00.890880+09:00,경복궁,경복궁,POI008,KEY_1,2026-06-19 00:10,24.7,33.0,23.0,65,SE,3.0,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,23,좋음,27,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-19 00:10,24.7,33.0,23.0,65,SE,3.0,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,23,좋음,27,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,보신각,보신각,POI010,KEY_3,2026-06-19 00:10,24.7,33.0,23.0,65,SE,3.0,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,23,좋음,27,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,2026-06-19 00:10,26.1,33.0,22.0,61,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,16,보통,32,보통,56.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,2026-06-19 00:10,24.7,33.0,23.0,65,SE,3.0,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,23,좋음,27,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,2026-06-19 00:10,25.5,33.0,22.0,62,ESE,0.5,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,19,보통,33,보통,61.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,2026-06-19 00:10,24.7,33.0,23.0,65,SE,3.0,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,23,좋음,27,보통,69.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-19 00:10,24.7,33.0,23.0,65,SE,3.0,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,17,좋음,26,보통,54.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-06-19 00:10,25.4,33.0,23.0,63,ESE,1.9,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,22,보통,34,보통,61.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
2026-06-19T00:17:00.890880+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,2026-06-19 00:10,27.0,33.0,23.0,59,SE,1.9,-,없음,비 또는 눈 소식이 없어요.,05:10,19:56,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,32,보통,64.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,
