fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-06-27T00:05:06.108194+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,52.4,47.6,1.1,7.5,14.4,17.6,18.6,17.8,11.4,11.6,61.7,38.3,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,6500,7000,56.4,43.6,0.7,3.2,22.2,22.4,19.9,17.6,8.9,5.1,34.4,65.6,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,59.2,40.8,0.2,2.1,32.5,27.8,16.8,11.4,6.2,2.9,24.8,75.2,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,50.6,49.4,3.6,8.2,11.1,14.6,15.7,17.1,15.2,14.4,74.1,25.9,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,56.6,43.4,0.3,3.2,27.8,23.1,15.0,14.4,9.6,6.6,33.0,67.0,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,55.2,44.8,1.7,5.9,16.9,18.3,20.6,18.2,10.6,7.9,52.2,47.8,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,50.5,49.5,1.4,4.2,21.1,18.8,17.4,16.7,12.1,8.2,52.0,48.0,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,57.7,42.3,0.5,2.8,24.8,22.6,19.4,16.0,8.9,5.0,34.2,65.8,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,14000,16000,54.2,45.8,0.2,5.3,47.4,28.0,10.4,4.5,2.5,1.8,11.0,89.0,N,2026-06-26 23:35,Y
2026-06-27T00:05:06.108194+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,34000,36000,51.8,48.2,0.2,6.2,29.6,25.0,16.3,11.8,6.5,4.3,21.5,78.5,N,2026-06-26 23:35,Y
