fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-05-28T00:21:02.999418+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,54.2,45.8,1.0,8.1,13.5,16.8,18.6,17.2,13.0,11.7,69.6,30.4,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,61.2,38.8,0.9,4.0,16.4,21.6,22.0,18.8,10.3,6.1,45.8,54.2,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,63.6,36.4,0.3,3.0,23.5,24.6,20.6,14.4,8.9,4.8,41.8,58.2,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,50.1,49.9,5.0,6.9,10.7,14.1,14.8,17.9,15.3,15.2,81.1,18.9,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,54.8,45.2,0.4,4.5,25.6,18.3,14.7,16.9,11.7,7.9,48.8,51.2,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,57.5,42.5,1.4,5.8,14.5,19.2,21.2,18.4,11.0,8.5,59.8,40.2,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,50.8,49.2,0.7,3.1,15.7,20.1,21.6,18.7,12.7,7.4,55.9,44.1,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,62.0,38.0,0.6,3.3,18.4,20.4,22.5,18.1,10.4,6.1,46.5,53.5,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,56.0,44.0,0.1,3.4,28.7,25.0,17.6,11.7,7.9,5.6,34.3,65.7,N,2026-05-27 23:50,Y
2026-05-28T00:21:02.999418+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,51.7,48.3,0.3,7.2,21.4,24.2,18.9,13.9,8.2,5.9,36.0,64.0,N,2026-05-27 23:50,Y
