fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-06-30T01:26:25.015893+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,56.1,43.9,0.8,6.9,13.2,18.0,18.7,19.0,11.5,12.0,68.4,31.6,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,60.2,39.8,0.7,3.3,14.0,21.0,21.4,20.0,11.7,7.9,54.1,45.9,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,63.2,36.8,0.1,2.5,24.3,21.6,20.1,15.8,10.1,5.5,49.7,50.3,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,51.4,48.6,4.5,8.0,10.3,13.1,15.3,16.9,15.9,15.9,83.3,16.7,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,53.8,46.2,0.4,4.1,23.5,16.8,15.3,18.3,12.5,9.1,51.7,48.3,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,56.1,43.9,1.8,5.8,14.1,17.3,21.0,18.1,12.4,9.5,66.2,33.8,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,49.9,50.1,0.8,2.6,14.1,20.6,22.4,19.0,13.1,7.5,55.9,44.1,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,61.0,39.0,0.5,2.9,15.3,19.8,22.3,18.9,12.4,7.9,55.3,44.7,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,59.2,40.8,0.4,4.2,31.9,23.3,16.9,10.1,7.2,6.1,38.7,61.3,N,2026-06-30 00:55,Y
2026-06-30T01:26:25.015893+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,52.3,47.7,0.3,5.9,22.6,23.1,18.8,14.4,9.1,5.8,40.0,60.0,N,2026-06-30 00:55,Y
