fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-08-28T05:21:34.581550+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,54.5,45.5,1.3,7.5,12.2,17.3,17.1,18.8,12.5,13.3,63.0,37.0,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,56.4,43.6,1.2,4.3,11.7,18.2,20.7,20.0,15.1,8.8,53.9,46.1,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,60.2,39.8,0.7,2.8,17.6,18.8,19.6,17.3,14.5,8.8,53.6,46.4,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,51.2,48.8,4.3,8.0,10.9,13.3,15.8,16.3,16.1,15.3,79.2,20.8,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,52.7,47.3,0.8,4.0,21.0,15.7,15.1,18.5,15.1,9.9,53.8,46.2,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,56.8,43.2,2.4,6.0,11.6,15.8,20.7,19.7,13.5,10.3,68.2,31.8,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,49.3,50.7,1.2,3.0,15.8,21.0,19.0,17.7,13.2,9.0,64.6,35.4,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,58.2,41.8,0.7,3.0,12.6,16.9,20.5,20.9,15.9,9.5,57.1,42.9,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,56.8,43.2,0.3,5.4,33.6,19.9,15.9,10.5,7.7,6.6,38.2,61.8,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,50.8,49.2,0.4,4.8,18.0,22.8,19.8,15.5,11.0,7.8,48.5,51.5,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,종로·청계 관광특구,POI006,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,54.3,45.7,0.9,3.1,17.2,17.2,17.6,18.6,15.6,9.9,61.4,38.6,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,홍대 관광특구,POI007,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,30000,32000,50.4,49.6,1.0,7.1,31.0,18.5,13.4,12.3,8.7,8.0,64.5,35.5,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,강서한강공원,강서한강공원,POI085,KEY_1,강서한강공원,POI085,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,0,100,71.5,28.5,0.0,5.5,6.4,16.0,20.5,27.1,22.0,2.4,3.1,96.9,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,고척돔,고척돔,POI086,KEY_2,고척돔,POI086,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,700,800,49.6,50.4,0.5,3.8,9.0,26.0,24.6,18.2,10.4,7.6,50.5,49.5,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,광나루한강공원,POI087,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,57.7,42.3,0.2,3.5,10.9,15.8,20.6,22.5,14.7,11.9,45.3,54.7,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,광화문광장,광화문광장,POI088,KEY_4,광화문광장,POI088,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,700,800,56.5,43.5,1.4,4.9,12.0,19.5,21.1,18.8,13.2,9.2,60.2,39.8,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,국립중앙박물관·용산가족공원,국립중앙박물관·용산가족공원,POI089,KEY_1,국립중앙박물관·용산가족공원,POI089,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,48.1,51.9,4.8,7.1,9.5,13.1,17.3,18.7,15.6,13.8,86.3,13.7,N,2026-08-28 04:50,Y
2026-08-28T05:21:34.581550+09:00,난지한강공원,난지한강공원,POI090,KEY_2,난지한강공원,POI090,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,500,600,67.4,32.6,1.2,2.7,9.0,13.0,19.9,26.9,17.5,9.8,18.0,82.0,N,2026-08-28 04:50,Y
