fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-08-08T00:05:22.061087+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,400,500,52.0,48.0,1.7,6.6,15.0,16.6,18.1,18.1,12.0,11.7,62.2,37.8,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,56.4,43.6,1.3,4.4,18.3,20.7,22.0,18.1,9.5,5.7,38.0,62.0,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,60.3,39.7,0.7,3.2,30.3,26.2,18.7,11.6,6.2,3.2,27.1,72.9,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,51.0,49.0,2.9,8.5,11.5,14.0,16.1,16.8,15.7,14.6,74.1,25.9,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,55.7,44.3,0.6,4.6,25.0,20.8,15.2,15.8,10.5,7.4,38.5,61.5,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,54.7,45.3,1.6,8.5,18.2,20.6,20.6,15.1,8.9,6.5,42.9,57.1,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,49.5,50.5,1.3,4.3,18.1,18.9,19.4,17.5,12.4,8.1,55.6,44.4,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,58.3,41.7,1.0,4.1,22.2,21.3,21.0,16.0,9.1,5.4,38.5,61.5,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,14000,16000,55.4,44.6,0.1,4.2,48.9,27.3,10.9,4.3,2.3,1.9,11.3,88.7,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,30000,32000,51.5,48.5,0.4,6.8,28.1,25.3,17.5,11.8,6.2,4.0,23.0,77.0,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,종로·청계 관광특구,POI006,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,54.6,45.4,1.0,4.1,24.0,20.3,17.4,15.2,10.9,7.2,45.1,54.9,N,2026-08-07 23:35,Y
2026-08-08T00:05:22.061087+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,홍대 관광특구,POI007,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,50000,52000,50.0,50.0,0.8,7.4,39.0,19.8,12.1,9.6,6.1,5.3,41.5,58.5,N,2026-08-07 23:35,Y
