fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-08-20T00:41:36.704498+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,56.3,43.7,1.1,6.5,15.2,18.5,17.7,18.3,12.0,10.6,54.0,46.0,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,60.1,39.9,1.2,3.3,18.1,21.6,21.7,17.7,10.1,6.2,40.1,59.9,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,61.5,38.5,0.9,3.2,27.1,23.6,18.0,13.9,8.9,4.5,37.3,62.7,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,51.4,48.6,4.8,8.3,10.6,13.4,15.9,16.3,15.9,14.8,77.6,22.4,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,55.8,44.2,0.9,4.3,23.1,18.4,15.4,16.5,12.5,8.9,47.2,52.8,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,55.2,44.8,1.9,7.5,15.7,18.8,20.6,17.3,10.5,7.7,50.6,49.4,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,51.5,48.5,1.0,3.1,16.8,20.8,20.7,17.7,12.3,7.6,50.9,49.1,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,60.9,39.1,1.0,3.4,19.2,20.9,21.5,16.9,10.8,6.3,43.7,56.3,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,55.2,44.8,0.1,2.5,35.5,24.5,17.1,9.2,6.1,5.1,30.7,69.3,N,2026-08-20 00:10,Y
2026-08-20T00:41:36.704498+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,20000,22000,51.5,48.5,0.4,5.9,23.2,23.5,18.5,14.5,8.3,5.8,36.9,63.1,N,2026-08-20 00:10,Y
