fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-09-12T01:24:36.545965+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,53.6,46.4,1.1,7.5,14.7,16.9,17.0,18.4,12.2,12.1,65.3,34.7,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,57.9,42.1,1.1,3.5,16.2,22.1,20.0,19.7,10.6,6.8,45.3,54.7,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,62.2,37.8,0.4,3.1,29.6,28.5,17.1,11.0,6.6,3.8,30.6,69.4,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,50.4,49.6,4.6,8.1,10.7,14.0,15.6,16.2,16.0,14.9,79.6,20.4,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,57.7,42.3,0.5,4.2,30.1,19.3,14.4,14.3,10.2,7.1,40.5,59.5,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,55.7,44.3,2.1,6.8,14.2,18.9,20.2,17.4,11.3,9.2,62.0,38.0,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,50.2,49.8,1.1,3.6,17.3,18.7,20.0,18.3,12.7,8.2,60.5,39.5,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,59.9,40.1,0.6,3.1,18.7,20.7,21.0,17.8,11.2,6.9,48.1,51.9,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,16000,18000,58.6,41.4,0.1,4.4,50.6,28.0,9.6,3.5,2.2,1.7,10.6,89.4,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,52.5,47.5,0.4,5.4,25.6,24.9,17.1,13.9,7.5,5.1,36.7,63.3,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,종로·청계 관광특구,POI006,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,55.3,44.7,0.9,3.3,23.4,21.3,16.4,15.5,11.7,7.5,50.5,49.5,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,홍대 관광특구,POI007,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,44000,46000,50.7,49.3,0.8,8.1,38.4,18.9,11.8,9.8,6.5,5.7,46.6,53.4,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,강서한강공원,강서한강공원,POI085,KEY_1,강서한강공원,POI085,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,0,100,63.8,36.2,0.0,1.3,16.6,21.2,20.6,25.0,12.5,2.8,5.2,94.8,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,고척돔,고척돔,POI086,KEY_2,고척돔,POI086,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,800,900,50.5,49.5,0.5,4.9,6.5,29.8,24.0,15.4,11.9,7.0,56.5,43.5,N,2026-09-12 00:55,Y
2026-09-12T01:24:36.545965+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,광나루한강공원,POI087,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,52.5,47.5,0.1,5.9,17.4,17.0,19.8,17.3,13.4,9.0,43.8,56.2,N,2026-09-12 00:55,Y
