fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-09-01T04:59:46.727347+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,56.1,43.9,1.0,6.6,13.1,16.5,18.1,18.6,13.7,12.4,62.1,37.9,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,59.0,41.0,1.2,3.7,12.2,17.5,21.2,22.4,12.9,9.0,56.9,43.1,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,62.3,37.7,0.6,2.6,18.7,19.8,20.6,17.5,12.5,7.6,56.7,43.3,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,51.0,49.0,4.1,8.0,11.3,13.5,15.3,16.4,16.1,15.2,80.7,19.3,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,53.3,46.7,0.8,3.6,22.3,15.9,15.5,18.0,14.0,10.0,55.8,44.2,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,56.4,43.6,2.4,6.4,12.7,16.5,19.5,18.9,12.9,10.7,70.2,29.8,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,50.2,49.8,1.1,2.9,15.4,21.0,19.8,18.0,13.0,8.7,65.3,34.7,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,7500,8000,59.7,40.3,0.8,3.1,12.8,18.1,21.6,20.4,14.2,9.0,59.4,40.6,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,51.8,48.2,0.4,5.1,17.4,22.4,19.6,16.3,10.8,8.1,51.1,48.9,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,종로·청계 관광특구,POI006,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8500,9000,54.4,45.6,1.0,2.9,17.0,17.3,18.4,19.3,14.3,9.8,65.6,34.4,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,홍대 관광특구,POI007,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,28000,30000,49.9,50.1,1.1,6.2,29.6,19.3,13.9,12.3,9.2,8.4,67.9,32.1,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,강서한강공원,강서한강공원,POI085,KEY_1,강서한강공원,POI085,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,0,100,67.8,32.2,0.0,2.9,19.3,11.5,20.4,21.0,20.0,4.8,4.1,95.9,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,고척돔,고척돔,POI086,KEY_2,고척돔,POI086,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,600,700,49.7,50.3,0.0,4.2,7.1,28.8,25.8,14.7,11.7,7.7,55.3,44.7,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,광나루한강공원,광나루한강공원,POI087,KEY_3,광나루한강공원,POI087,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1500,2000,52.0,48.0,0.1,3.9,12.9,15.6,18.9,21.2,16.0,11.5,48.7,51.3,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,광화문광장,광화문광장,POI088,KEY_4,광화문광장,POI088,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,600,700,58.5,41.5,1.2,3.8,11.9,17.6,22.2,21.8,12.3,9.2,61.4,38.6,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,국립중앙박물관·용산가족공원,국립중앙박물관·용산가족공원,POI089,KEY_1,국립중앙박물관·용산가족공원,POI089,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,48.9,51.1,5.3,7.9,9.5,13.3,16.8,18.2,15.2,13.8,86.1,13.9,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,난지한강공원,난지한강공원,POI090,KEY_2,난지한강공원,POI090,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,500,600,63.6,36.4,1.4,4.2,7.3,13.0,24.1,22.1,20.2,7.7,18.1,81.9,N,2026-09-01 04:30,Y
2026-09-01T04:59:46.727347+09:00,남산공원,남산공원,POI091,KEY_3,남산공원,POI091,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,52.4,47.6,1.1,6.4,17.8,17.3,16.4,16.6,12.9,11.4,67.2,32.8,N,2026-09-01 04:30,Y
