fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-08-25T00:51:54.892889+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,56.4,43.6,1.1,8.3,14.8,19.2,16.4,17.8,10.8,11.7,57.9,42.1,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,58.5,41.5,1.2,3.7,16.7,20.5,22.1,18.7,10.3,6.8,46.9,53.1,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2000,2500,63.8,36.2,0.6,2.8,25.6,22.9,18.5,15.3,9.3,5.1,42.0,58.0,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,51.7,48.3,4.2,8.2,10.8,13.7,15.6,16.4,16.2,14.8,78.1,21.9,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,54.9,45.1,0.6,3.3,24.0,17.3,17.1,16.9,12.4,8.5,48.9,51.1,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,55.7,44.3,2.1,6.2,15.1,19.2,20.5,17.0,11.3,8.7,57.3,42.7,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,50.7,49.3,0.9,2.7,15.1,21.2,21.9,18.4,12.5,7.2,53.0,47.0,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,60.8,39.2,0.8,3.1,17.1,20.3,21.9,18.4,11.5,7.1,48.6,51.4,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,58.3,41.7,0.2,4.1,32.9,24.1,15.8,9.4,7.2,6.4,35.5,64.5,N,2026-08-25 00:20,Y
2026-08-25T00:51:54.892889+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,18000,20000,52.2,47.8,0.5,5.5,21.0,24.6,19.3,13.8,9.0,6.3,40.2,59.8,N,2026-08-25 00:20,Y
